block	time	key
0	4.42050099373	right
0	4.88787293434	right
0	9.32405781746	right
0	9.55744600296	left
0	16.1300139427	right
0	19.0495138168	left
0	22.5523729324	right
0	24.4371538162	right
0	27.2895798683	left
0	37.3479378223	right
0	39.2998929024	left
0	43.4030218124	right
0	50.075496912	left
0	53.1288089752	right
0	64.4714739323	left
0	79.0333938599	right
0	85.7388930321	right
0	97.0654189587	right
0	111.77756381	right
0	118.73425889	right
1	15.6578691006	right
1	28.5519411564	right
1	32.3217320442	right
1	35.041162014	left
1	51.7888221741	right
1	56.5092120171	right
1	63.2978181839	right
1	64.0815250874	right
1	67.3677301407	left
1	76.8265740871	right
1	103.314521074	left
1	104.783584118	right
2	14.3409461975	left
2	23.5157880783	right
2	32.7233660221	left
2	41.5977790356	right
2	43.7163519859	left
2	55.0423431396	left
2	63.4157240391	right
2	63.8831021786	right
2	80.4142670631	left
2	84.3508400917	right
2	88.3710281849	left
2	99.1634180546	right
2	105.485612154	right
2	112.091109037	right
