block	time	key
-1	1.18658614159	left
-1	2.35398006439	right
-1	3.82139706612	left
-1	7.45799708366	right
-1	9.89333605766	left
-1	11.4782571793	right
-1	13.0297341347	left
-1	14.3136661053	right
-1	15.5819540024	left
-1	18.2007951736	right
-1	19.785531044	left
-1	21.0533771515	right
0	0.789186000824	right
0	8.04524707794	left
0	9.23003292084	right
0	11.8819789886	left
0	13.1164329052	right
0	14.2349028587	left
0	15.3015620708	right
0	18.1209480762	left
0	19.3050148487	right
0	23.6096549034	left
0	24.8609740734	right
0	26.0619568825	left
0	27.262750864	right
0	30.2151858807	left
0	31.1826410294	right
0	32.2170219421	left
0	36.6874990463	right
0	37.8720259666	left
0	38.7063539028	right
0	40.5574190617	left
0	43.4601650238	right
0	46.012691021	left
0	47.3139789104	right
0	49.7656128407	left
0	50.9173460007	right
0	52.8356058598	left
0	54.0365579128	right
0	55.9042229652	left
0	57.0229730606	right
0	58.2231879234	left
0	59.8082809448	right
0	61.7762720585	left
0	62.9440610409	right
0	64.2792918682	left
0	65.9634518623	right
0	67.0484809875	left
0	68.2493128777	right
0	70.3341178894	left
0	72.1856560707	right
0	73.9877688885	left
0	74.5877008438	right
0	75.9560768604	left
0	76.9064240456	right
0	78.1743588448	left
0	80.8438549042	right
0	82.6616768837	left
0	83.9633638859	right
0	85.2972040176	left
0	87.650290966	left
0	89.5008249283	right
0	91.7026920319	left
0	94.6728270054	right
0	95.9398579597	left
0	97.3582110405	right
0	98.8766798973	left
0	110.853498936	right
0	111.837413073	left
0	113.388884068	right
0	114.923588037	left
0	116.691483021	right
0	117.843317986	left
0	119.161252022	right
