block	time	key
0	1.21338200569	left
0	5.66683006287	right
0	12.6731770039	left
0	23.2493469715	right
0	34.6425008774	left
0	61.382502079	right
0	72.3917679787	left
0	80.182888031	right
0	82.5511670113	left
0	91.7594809532	right
0	95.3789539337	left
0	99.8663990498	right
0	102.818368912	left
0	111.759582043	left
0	114.362555981	right
1	1.50748682022	right
1	5.92815995216	left
1	11.6993160248	right
1	17.3044919968	left
1	26.2626709938	right
1	29.8484268188	left
1	35.1537129879	right
1	52.2023038864	left
1	55.3875617981	right
1	68.7999548912	right
1	70.6176149845	left
1	81.3944988251	right
1	89.8349378109	left
1	105.631985903	left
1	118.043246984	right
2	5.3067920208	left
2	13.9973549843	right
2	19.8866360188	left
2	23.722630024	right
2	36.5007081032	left
2	42.4221110344	right
2	54.416613102	right
2	56.8852229118	right
2	59.8710141182	left
2	63.9071581364	right
2	68.361948967	left
2	72.3983371258	right
2	80.1887550354	right
2	88.6460199356	left
2	91.7488820553	right
2	105.127744913	right
2	112.267277002	right
2	118.189280987	right
