block	time	key
0	2.05470395088	right
0	3.15556693077	left
0	4.25692105293	right
0	5.1739859581	left
0	6.32553792	right
0	7.52612900734	left
0	9.04385590553	right
0	10.5284879208	left
0	11.6627800465	right
0	13.3317480087	left
0	14.8154261112	right
0	17.7010140419	left
0	19.8697741032	right
0	21.9883189201	left
0	24.5568730831	right
0	25.9424390793	left
0	28.9439499378	right
0	30.7120680809	left
0	31.8796820641	right
0	34.7828071117	left
0	36.9505040646	right
0	39.0694360733	left
0	40.8704619408	right
0	42.338999033	left
0	44.6243579388	right
0	46.3755691051	left
0	48.3267939091	right
0	50.4959039688	left
0	52.5970580578	right
0	54.2652609348	left
0	56.5844590664	right
0	58.2859320641	left
0	61.0540840626	right
0	62.8060729504	left
0	64.457654953	right
0	66.0424530506	left
0	68.7774119377	right
0	70.5954771042	left
0	72.2311708927	right
0	74.2651181221	left
0	75.7003920078	right
0	77.8022210598	left
0	79.9028499126	right
0	81.9889891148	left
0	84.2401940823	right
0	85.9583530426	left
0	87.9269809723	right
0	90.1952319145	left
0	92.3970179558	right
0	94.2492001057	left
0	95.950758934	right
0	97.8018670082	left
0	100.837593079	right
0	102.872875929	left
0	104.640795946	right
0	106.426460028	left
0	108.294476032	right
0	110.028813124	left
0	112.013408899	right
0	113.948336124	left
0	115.96727109	right
0	117.918469906	left
0	119.836715937	right
1	1.16008996964	left
1	3.86233091354	right
1	5.44694399834	left
1	7.63295292854	right
1	9.51671600342	left
1	11.7357289791	right
1	13.3870639801	left
1	15.5558929443	right
1	17.6405069828	left
1	19.4426879883	right
1	22.5449199677	left
1	28.3328688145	right
1	30.3184587955	left
1	33.4207918644	right
1	40.8607378006	left
1	54.355355978	right
1	84.4640188217	left
1	96.6907408237	right
1	106.014582872	left
2	3.31687998772	left
2	7.55339503288	right
2	8.85452699661	left
2	70.7230148315	right
2	79.7480008602	left
2	105.102414846	right
2	119.781878948	left
