block	time	key
0	1.96648907661	left
0	7.52127099037	right
0	9.53897309303	left
0	28.1220421791	right
0	38.8139071465	left
0	40.1648581028	right
0	41.5664110184	left
0	52.1247560978	right
0	66.9381670952	left
0	98.2138440609	right
1	2.88439583778	left
1	30.023845911	right
1	84.1198680401	left
2	2.22871804237	left
2	13.1036400795	right
2	25.7139918804	left
2	34.70499897	right
2	35.9393079281	left
2	37.7583880424	right
2	39.7928369045	left
2	41.9117178917	right
2	43.7802069187	left
2	45.8145060539	right
2	48.3333110809	left
2	49.8180809021	right
2	52.4199979305	left
2	54.2221710682	right
2	55.5069179535	left
2	56.9239139557	right
2	58.5252289772	left
2	60.1270039082	right
2	62.5285089016	left
2	65.4977869987	right
2	76.7911388874	left
2	81.4783239365	right
2	82.0957679749	left
2	83.5135278702	right
2	92.3880560398	left
2	95.0898039341	right
2	102.629951954	left
2	109.802332878	right
2	111.103121996	left
2	112.104607105	left
