block	time	key
0	1.56512117386	right
0	1.98207807541	left
0	3.26668095589	right
0	4.78497815132	left
0	5.95164203644	right
0	6.68639206886	left
0	7.51951813698	right
0	8.58839511871	left
0	9.85568213463	left
0	10.7060861588	right
0	12.207321167	right
0	15.0939879417	left
0	16.4284911156	right
0	18.5292751789	left
0	20.9991769791	left
0	23.6840541363	left
0	24.1344730854	right
0	25.1187880039	right
0	31.5742881298	left
0	33.142111063	right
0	38.2968561649	left
0	41.1825079918	left
0	42.1341660023	right
0	48.9732291698	left
0	50.140486002	right
0	52.2930631638	left
0	54.1109461784	left
0	57.3469130993	right
0	60.9835400581	right
0	62.3348510265	left
0	64.6201570034	right
0	68.3733100891	left
0	69.391698122	right
0	70.5422010422	left
0	72.6942310333	right
0	74.5626301765	left
0	75.4799590111	right
0	76.4974830151	left
0	77.3975679874	right
0	82.8523881435	left
0	85.0715920925	left
0	87.1561441422	right
0	89.5588829517	left
0	90.9928519726	right
0	92.5773341656	left
0	95.4799809456	left
0	96.3145699501	right
0	98.633368969	left
0	99.8005051613	right
0	103.203757048	right
0	104.287750959	left
0	107.507075071	left
0	108.624750137	right
0	111.193629026	left
0	114.981362104	left
0	115.614397049	right
0	119.334345102	left
1	1.27798008919	left
1	3.09531807899	right
1	4.88098692894	left
1	8.73406505585	left
1	11.5190820694	right
1	14.1556279659	left
1	15.5237519741	right
1	19.3930768967	left
1	20.4274339676	right
1	21.611579895	left
1	23.0295679569	left
1	24.9153280258	right
1	26.7827689648	right
1	33.9057199955	left
1	38.1260669231	left
1	39.3770420551	right
1	41.0952000618	left
1	44.5315859318	left
1	45.9997711182	left
1	47.4845778942	right
1	52.0043690205	right
1	57.6266059875	left
1	59.1947240829	right
1	61.0803120136	left
1	61.9971830845	right
1	63.4320828915	left
1	64.5155730247	right
1	65.7165989876	left
1	66.6847219467	right
1	69.4533100128	left
1	70.6710500717	right
1	74.0918009281	left
1	75.2253649235	right
1	80.7307229042	left
1	82.0646491051	right
1	83.5319859982	left
1	84.6170558929	right
1	86.1513669491	left
1	87.4196770191	right
1	88.5030500889	left
1	89.8212649822	right
1	92.574005127	left
1	94.9596920013	left
1	95.6262578964	right
1	97.6612110138	left
1	98.7958369255	right
1	100.713826895	left
1	102.331929922	right
1	104.433952093	left
1	106.202627897	right
1	107.970170975	left
1	110.272937059	left
1	110.940043926	right
1	113.392156124	left
1	114.960024118	right
1	117.295591116	left
1	119.080049038	right
1	119.797858	right
2	1.49113488197	right
2	4.44336485863	left
2	6.82935500145	right
2	9.58183002472	left
2	11.7004899979	left
2	12.2671399117	right
2	17.5714859962	left
2	18.9235348701	right
2	20.3908529282	left
2	24.978607893	right
2	28.0642850399	right
2	30.5002570152	left
2	32.001459837	right
2	34.1031310558	left
2	35.2373118401	right
2	36.5555980206	left
2	37.9399979115	right
2	40.6427819729	left
2	42.2941050529	left
2	43.4441020489	right
2	44.7625198364	right
2	45.429653883	right
2	47.431650877	right
2	53.9199938774	right
2	54.3534719944	left
2	57.9577739239	right
2	60.3587398529	left
2	61.77779603	right
2	64.6959168911	left
2	68.4833078384	right
2	72.2032899857	left
2	76.7065320015	right
2	79.2756049633	right
2	82.8453478813	left
2	84.6304159164	right
2	86.6821889877	right
2	89.8685400486	left
2	93.2384049892	right
2	95.4063439369	left
2	97.1078088284	right
2	100.04332304	left
2	101.295634985	right
2	102.563009977	left
2	103.496811867	right
2	105.665585995	left
2	107.317057848	right
2	108.501101971	left
2	109.768862963	right
2	110.903612852	left
2	112.572108984	right
2	114.139339924	left
2	115.407829046	right
2	117.175956964	left
2	118.377132893	right
