block	time	key
-1	1.99522399902	right
-1	4.43102693558	right
-1	6.78296089172	right
-1	9.15244007111	right
-1	10.6695010662	left
-1	25.866038084	right
0	0.98119187355	right
0	5.31923890114	left
0	10.9065988064	right
0	15.4109618664	left
0	20.6485819817	right
0	34.3601119518	left
0	37.597151041	right
0	44.068516016	left
0	54.1447098255	right
0	58.5313339233	left
0	62.8022918701	right
0	68.1567339897	left
0	70.0914540291	right
0	79.1987109184	left
0	88.0732419491	right
0	91.9109480381	left
0	95.8802859783	right
0	100.801405907	left
0	102.319085836	right
0	105.538180828	left
0	108.77469492	right
0	110.493041992	left
0	115.480793953	left
0	116.481624842	right
