block	time	key
0	2.43406200409	left
0	4.93604397774	right
0	5.95296597481	left
0	14.2770020962	left
0	20.1324391365	right
0	26.0714371204	left
0	31.643351078	right
0	38.965993166	left
0	48.858725071	right
0	51.4775130749	left
0	56.9656829834	right
0	62.6710300446	left
0	64.9727420807	right
0	67.7083551884	left
0	73.5473999977	left
0	79.9368691444	right
0	84.4901130199	left
0	89.0275621414	right
0	94.6325500011	left
0	100.754337072	right
0	107.093780994	left
0	116.134953976	right
1	2.97770905495	left
1	6.33073210716	right
1	20.8601710796	left
1	47.8342881203	right
1	60.1283569336	left
1	67.9025521278	right
1	80.1967270374	left
1	95.4932379723	right
1	103.016889095	left
1	116.428710938	right
2	1.35370612144	right
2	15.4831039906	left
2	25.6260149479	right
2	35.8181700706	left
2	53.6845610142	right
2	67.0126669407	left
2	90.5010390282	right
2	104.547122955	left
2	112.70382905	right
