CatchTime,CatchType,Accuracy,ResponseTime
8,4,0,0
10,3,0,0
16,3,0,0
28,3,0,0
42,4,0,0
48,1,0,0
50,2,0,0
54,4,0,0
60,1,0,0
70,1,0,0
76,4,0,0
80,1,0,0
90,4,0,0
96,2,0,0
100,1,0,0
102,4,0,0
104,2,0,0
112,3,0,0
120,2,0,0
122,4,0,0
134,3,0,0
140,2,0,0
146,1,0,0
148,3,0,0
150,1,0,0
152,3,0,0
156,2,0,0
158,2,0,0
162,3,0,0
172,4,0,0
174,1,0,0
190,2,0,0
198,2,0,0
200,3,0,0
202,2,0,0
218,1,0,0
224,4,0,0
226,1,0,0
240,3,0,0
246,4,0,0
