CatchTime,CatchType,Accuracy,ResponseTime
12,1,1,0.112251951999951
18,2,1,0.0374690859999873
22,3,0,0
30,1,1,0.0346375809999699
52,3,0,0
66,4,0,0
78,4,0,0
88,3,0,0
96,3,0,0
130,2,1,0.0591206260000945
136,4,0,0
142,4,0,0
146,3,0,0
148,1,1,0.0782663269999375
154,1,1,0.00123548300007315
156,4,0,0
160,2,1,0.00118530800000372
164,4,0,0
168,2,1,0.0316314390000798
172,1,1,0.0892807259999699
174,2,1,0.00108474499995737
176,1,1,0.0644756189999498
178,2,1,0.0535410280000406
184,1,0,0
188,1,1,0.072827650000022
192,3,0,0
196,4,0,0
200,3,0,0
204,4,0,0
210,4,0,0
214,3,0,0
216,2,1,0.106297521999977
220,3,0,0
222,2,1,0.00109201300006134
224,2,1,0.0918783829999938
232,1,1,0.0975073729999849
238,3,0,0
242,4,0,0
246,1,1,0.00107600300009381
248,2,1,0.0286020259999304
