CatchTime,CatchType,Accuracy,ResponseTime
4,1,1,0.0829063588753343
14,1,1,0.0235920222476125
20,1,1,0.0668245442211628
24,1,1,0.0581755521707237
28,1,1,0.101574492175132
32,3,0,0
44,4,0,0
46,1,1,0.0672148689627647
56,2,0,0
60,3,0,0
64,2,1,0.0582482661120594
72,3,0,0
74,3,0,0
80,1,0,0
90,3,0,0
92,3,0,0
100,2,1,0.0677213952876627
104,4,0,0
112,2,1,0.0061059002764523
116,4,0,0
122,4,0,0
124,1,1,0.0851168697699904
134,2,1,0.0323530430905521
138,3,0,0
148,4,0,0
150,4,0,0
190,4,0,0
194,3,0,0
200,4,0,0
202,2,1,0.0311057223007083
204,2,1,0.0582763641141355
208,2,1,0.0235599256120622
216,4,0,0
224,2,0,0
228,1,1,0.00604587467387319
230,2,1,0.0236543361097574
236,4,0,0
240,1,1,0.015067488886416
244,3,0,0
248,3,0,0
