CatchTime,CatchType,Accuracy,ResponseTime
8,1,1,0.102816443890333
14,4,0,0
16,2,1,0.0504764020442963
24,4,0,0
32,1,1,0.00608500186353922
34,4,0,0
36,3,0,0
54,3,0,0
56,2,1,0.076460880227387
62,2,1,0.00610436499118805
72,1,1,0.0687546688131988
82,1,1,0.058450342155993
84,3,0,0
98,3,0,0
100,4,0,0
110,1,1,0.0590923805721104
112,3,0,0
120,2,1,0.0152151859365404
122,1,1,0.00623299228027463
124,1,1,0.0150719038210809
130,3,0,0
132,2,1,0.0758252157829702
134,2,1,0.0587047152221203
138,2,1,0.00606405083090067
140,4,0,0
148,4,0,0
150,4,0,0
160,1,1,0.0934295933693647
164,2,1,0.00521117495372891
170,1,0,0
176,4,0,0
182,4,0,0
188,3,0,0
202,4,0,0
206,3,0,0
210,2,1,0.0936159091070294
214,3,0,0
224,3,0,0
228,1,1,0.0413175970315933
246,2,1,0.11002502636984
