CatchTime,CatchType,Accuracy,ResponseTime
4,3,0,0
10,3,0,0
12,4,1,0.0321006529848091
20,4,1,0.0940289199934341
22,3,1,0.0951783380005509
24,2,1,0.0147599040064961
34,4,1,0.00419128101202659
48,2,1,0.0766314979991876
52,3,0,0
54,1,1,0.0677890730148647
58,1,1,0.00607573299203068
60,2,1,0.0675085530092474
62,2,1,0.0323060770169832
72,1,1,0.00610955699812621
76,4,0,0
78,2,1,0.0506651269970462
82,3,0,0
90,2,1,0.0329427150136326
92,1,1,0.103921288013225
94,4,0,0
98,1,1,0.0591809100005776
104,3,0,0
108,1,1,0.102840943000047
110,4,0,0
120,4,0,0
136,3,0,0
140,2,1,0.0759640350006521
146,3,0,0
158,4,1,0.050664821988903
162,4,0,0
164,1,1,0.00608105701394379
186,4,0,0
192,2,1,0.0843290379852988
196,3,0,0
200,3,0,0
224,1,1,0.0938400090089999
230,1,1,0.0325097659952007
232,2,1,0.110715703020105
240,1,1,0.0060489890165627
246,2,1,0.0576385449967347
