CatchTime,CatchType,Accuracy,ResponseTime
8,4,0,0
12,2,0,0
16,1,1,0.0922388650942594
22,4,0,0
28,3,0,0
36,3,0,0
42,2,1,0.0228632530197501
48,3,0,0
62,2,1,0.0971536601427943
64,4,0,0
66,3,0,0
68,2,1,0.0764059009961784
72,1,1,0.0760655079502612
84,3,0,0
88,4,0,0
92,1,1,0.0781123009510338
100,4,0,0
102,1,1,0.0466071029659361
106,2,1,0.00100730289705098
112,4,0,0
134,2,1,0.0385911059565842
140,2,1,0.00105205806903541
144,3,0,0
150,3,0,0
152,1,1,0.0120081978384405
164,2,1,0.00109380413778126
172,4,0,0
180,3,0,0
190,4,0,0
192,2,0,0
208,1,1,0.102380911121145
210,3,0,0
216,1,1,0.0890247961506248
224,1,1,0.0414706310257316
228,4,0,0
230,2,1,0.0702121399808675
234,1,1,0.0681882270146161
240,1,1,0.00922833802178502
246,3,0,0
248,4,0,0
