CatchTime,CatchType,Accuracy,ResponseTime
10,3,0,0
14,4,0,0
18,3,0,0
22,4,0,0
30,2,1,0.0232529189670458
48,1,1,0.00970412907190621
52,2,1,0.0834670499898493
54,1,1,0.025429975008592
74,3,0,0
76,3,0,0
84,4,0,0
90,1,1,0.0199250950245187
96,4,0,0
106,4,0,0
108,1,1,0.00651806895621121
112,1,1,0.0596375779714435
136,2,1,0.0769318660022691
144,1,1,0.0767587129957974
146,1,1,0.100728638004512
150,4,0,0
152,3,0,0
156,3,0,0
164,1,1,0.0171399989631027
170,2,1,0.0390677789691836
174,1,1,0.0548182640923187
178,2,1,0.00099688395857811
182,2,1,0.00382552703376859
188,1,1,0.00643905100878328
194,4,0,0
198,2,1,0.105779677047394
204,3,0,0
210,3,0,0
216,2,1,0.0708547349786386
220,3,0,0
224,4,0,0
226,4,0,0
230,3,0,0
238,2,1,0.062575438991189
242,2,1,0.104897892917506
248,4,0,0
