CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
4,3,0,0
18,2,1,0.0334641272202134
36,2,1,0.00612398330122232
38,2,1,0.042410715483129
40,4,0,0
46,1,1,0.0239009037613869
48,4,0,0
50,1,1,0.0320762125775218
54,1,1,0.00611458905041218
60,3,0,0
62,3,0,0
64,4,0,0
66,2,1,0.0236429795622826
70,3,0,0
74,1,1,0.0147161819040775
78,3,0,0
84,4,0,0
90,1,1,0.0558325629681349
92,1,1,0.041388819925487
94,2,1,0.0153671968728304
104,2,1,0.0414538308978081
120,1,1,0.0669019399210811
126,3,0,0
130,4,0,0
138,3,0,0
150,1,1,0.0747819375246763
156,1,1,0.0771226240321994
164,1,1,0.00572437141090631
166,4,0,0
172,3,0,0
174,3,0,0
178,2,1,0.0926031544804573
190,3,0,0
192,4,0,0
206,2,1,0.0588746797293425
210,4,0,0
220,2,1,0.0926729217171669
224,4,0,0
238,2,1,0.0490654716268182
