CatchTime,CatchType,Accuracy,ResponseTime
2,1,1,0.0161305970000285
4,2,1,0.0135725180000463
14,3,0,0
16,2,1,0.0149377879999975
24,2,1,0.0688543639998898
26,1,1,0.111090048000051
36,2,1,0.0413851820001128
40,4,0,0
44,1,1,0.0683683800000381
50,3,0,0
52,2,1,0.0426356529999339
54,3,0,0
76,2,1,0.00430961300003219
108,4,0,0
110,1,1,0.024249318000102
112,1,1,0.0610517539998909
118,4,0,0
124,3,0,0
126,3,0,0
142,1,1,0.00471985700005462
144,1,1,0.0834781839998868
146,3,0,0
150,2,1,0.0242209440000352
152,1,1,0.0503651579999769
154,4,0,0
162,3,0,0
166,3,0,0
170,4,0,0
176,1,1,0.0575754490000691
184,2,1,0.0150903960000051
194,4,0,0
196,4,0,0
198,2,1,0.00593388000015693
218,4,0,0
224,3,0,0
230,2,1,0.0678074560000823
234,3,0,0
236,4,0,0
238,4,0,0
240,1,1,0.102856345999953
