CatchTime,CatchType,Accuracy,ResponseTime
4,3,0,0
8,1,1,0.060283936560154
18,3,0,0
20,2,0,0
32,3,0,0
42,4,0,0
48,2,1,0.0240555107593536
52,3,0,0
54,4,0,0
58,2,1,0.101270877290517
76,4,0,0
80,1,1,0.0329195628874004
82,1,1,0.102599201723933
88,1,1,0.0935308211483061
94,4,0,0
102,2,0,0
104,4,0,0
110,3,0,0
114,2,1,0.0944503908976912
128,4,0,0
136,2,0,0
142,3,0,0
144,2,1,0.0593215660192072
154,1,1,0.102729588747025
160,4,0,0
168,4,0,0
182,1,1,0.0149809187278152
186,3,0,0
190,1,1,0.0839865417219698
192,3,0,0
208,4,0,0
212,3,0,0
214,2,1,0.0240831417031586
218,1,1,0.102358761243522
222,1,1,0.0500188693404198
226,2,1,0.0938241491094232
228,1,1,0.0848522470332682
234,3,0,0
240,2,1,0.03257494000718
246,4,0,0
