CatchTime,CatchType,Accuracy,ResponseTime
34,3,0,0
36,4,0,0
54,4,0,0
60,3,0,0
62,1,1,0.0943755004554987
64,2,1,0.0690902750939131
74,1,1,0.095877718180418
78,1,1,0.0151784298941493
82,1,1,0.0691798822954297
86,3,0,0
90,3,0,0
96,3,0,0
100,2,1,0.00620642304420471
102,2,1,0.0495688756927848
108,4,0,0
118,2,1,0.112383974716067
122,2,1,0.0601938236504793
128,3,0,0
136,4,0,0
142,1,1,0.0422414103522897
144,2,1,0.024281001649797
146,1,1,0.0419660806655884
150,3,0,0
152,3,0,0
154,4,0,0
160,1,1,0.00611943658441305
166,1,1,0.0681977057829499
170,3,0,0
172,4,0,0
184,4,0,0
192,2,1,0.0421289950609207
198,3,0,0
208,1,1,0.094518119469285
210,4,0,0
216,1,1,0.00555390119552612
222,2,1,0.00615401845425367
224,2,1,0.086036179214716
234,4,0,0
236,4,1,0.0856021987274289
248,2,0,0
