CatchTime,CatchType,Accuracy,ResponseTime
2,3,0,0
4,2,1,0.0171643369831145
6,1,1,0.0151201849803329
8,4,0,0
10,1,1,0.0766628957353532
14,4,0,0
22,4,0,0
26,1,1,0.102920226287097
30,4,0,0
44,3,0,0
66,4,0,0
68,2,1,0.0593441920354962
72,4,0,0
76,3,0,0
78,3,0,0
82,2,1,0.0408893278799951
92,1,1,0.0584879107773304
100,2,1,0.075949558056891
102,2,0,0
106,1,1,0.0834594340994954
108,2,1,0.0759214488789439
110,4,0,0
122,3,0,0
128,3,0,0
142,2,1,0.0415169582702219
148,2,1,0.00608918583020568
154,3,0,0
172,4,0,0
176,3,0,0
180,1,1,0.00610958877950907
184,3,0,0
194,1,0,0
206,2,1,0.0671304082497954
210,4,0,0
214,2,1,0.0060823829844594
222,3,0,0
228,1,1,0.00609608786180615
232,4,0,0
246,1,1,0.0148551529273391
248,1,1,0.10234885616228
