CatchTime,CatchType,Accuracy,ResponseTime
8,2,1,0.042539922054857
14,1,1,0.085486319148913
16,3,0,0
18,1,1,0.0426200979854912
22,4,0,0
24,2,0,0
28,4,0,0
32,4,0,0
34,3,0,0
40,2,1,0.00612283800728619
48,3,0,0
52,4,0,0
60,3,0,0
68,1,0,0
78,3,0,0
86,2,1,0.00613551889546216
92,4,0,0
96,4,0,0
104,4,0,0
108,3,0,0
110,1,0,0
120,3,0,0
128,2,0,0
130,1,0,0
152,1,1,0.00571698416024446
178,4,0,0
180,1,0,0
186,3,0,0
194,1,0,0
198,1,1,0.0695936109405011
204,2,0,0
214,3,0,0
218,2,1,0.0596071749459952
222,2,0,0
224,4,0,0
230,3,0,0
236,1,1,0.0423066199291497
238,2,1,0.00641290587373078
242,2,1,0.00634399708360434
244,4,0,0
