CatchTime,CatchType,Accuracy,ResponseTime
2,2,1,0.0156064060283825
10,3,0,0
16,3,0,0
26,3,0,0
32,4,0,0
38,2,1,0.0412954919738695
42,1,1,0.049347948981449
54,3,0,0
62,4,0,0
64,2,1,0.0236477210419253
68,4,0,0
76,4,0,0
78,4,0,0
86,3,0,0
92,3,0,0
100,2,1,0.0061433200025931
102,4,0,0
104,1,1,0.0412239390425384
106,3,0,0
112,3,0,0
114,1,1,0.00610208604484797
116,2,1,0.00633049209136516
118,3,0,0
126,3,0,0
128,1,0,0
134,4,0,0
140,1,1,0.0502817749511451
152,4,0,0
162,1,1,0.109280412085354
184,1,1,0.058833924937062
198,2,1,0.0499387240270153
206,4,0,0
214,1,1,0.0236701479880139
222,2,1,0.00606159796006978
224,2,1,0.0149051829939708
226,4,0,0
228,1,1,0.0501611880026758
234,1,1,0.0558111909776926
242,2,1,0.0746689878869802
246,2,1,0.0240145719144493
