CatchTime,CatchType,Accuracy,ResponseTime
2,1,1,0.104999592993408
10,1,1,0.0431511339265853
14,4,0,0
16,2,1,0.00604405393823981
26,4,0,0
38,4,0,0
46,4,0,0
54,2,1,0.0235657228622586
58,3,0,0
70,3,0,0
76,1,1,0.08346953894943
78,3,0,0
80,1,1,0.0838894119951874
90,4,0,0
100,3,0,0
106,1,1,0.00631363806314766
108,1,1,0.083774667000398
120,1,1,0.0410960298031569
126,3,0,0
128,4,0,0
132,1,1,0.0154572778847069
138,3,0,0
142,2,1,0.00607355893589556
150,2,1,0.0320399820338935
156,4,0,0
158,1,0,0
166,2,1,0.058978714980185
180,2,1,0.0320284438785166
190,2,1,0.0581185079645365
198,3,0,0
202,3,0,0
204,2,1,0.0573629108257592
208,4,0,0
210,3,0,0
216,1,1,0.0407353760674596
218,4,0,0
226,4,0,0
230,2,1,0.0145099400542676
240,3,0,0
246,2,1,0.0320419818162918
