CatchTime,CatchType,Accuracy,ResponseTime
6,4,0,0
12,2,1,0.0170520190004027
26,4,0,0
34,4,0,0
38,2,1,0.0837531750003109
40,1,1,0.039734613004839
46,3,0,0
52,3,0,0
54,1,1,0.0500308049959131
56,1,1,0.0149385190015892
58,3,0,0
62,2,1,0.0764754499978153
68,1,1,0.0678630549955415
92,3,0,0
98,4,0,0
100,2,1,0.109399551991373
108,3,0,0
112,2,1,0.0857110380020458
114,4,0,0
118,4,0,0
120,1,1,0.0224248720041942
124,2,1,0.0239673040050548
128,1,1,0.00612087101035286
132,3,0,0
142,2,1,0.0402290880010696
146,4,0,0
156,2,1,0.0660823479993269
160,3,0,0
168,3,0,0
172,3,0,0
174,1,1,0.0745088959956774
178,4,0,0
190,2,1,0.0834864850039594
192,3,0,0
198,1,1,0.0938021309993928
204,4,0,0
222,2,1,0.101917149993824
224,4,0,0
234,1,1,0.0786578059924068
236,1,1,0.0857233909919159
