CatchTime,CatchType,Accuracy,ResponseTime
4,3,0,0
12,3,0,0
14,3,0,0
20,1,1,0.0755891620065086
22,4,0,0
26,4,0,0
34,1,1,0.00588696499471553
40,3,0,0
42,2,1,0.00612469800398685
56,1,1,0.0507904490223154
60,3,0,0
66,2,1,0.0320453630120028
68,1,1,0.005766851012595
72,4,0,0
74,4,0,0
76,4,0,0
78,2,1,0.0243283869931474
80,1,1,0.0242401919967961
92,1,1,0.00421970800380222
106,4,0,0
108,2,1,0.0241686009976547
132,4,0,0
138,3,0,0
152,2,1,0.085125693003647
158,1,1,0.0152385539840907
160,2,1,0.00392259302316234
168,1,1,0.0599351229902823
172,3,0,0
178,4,0,0
192,2,1,0.057770351995714
198,1,1,0.0419634210120421
202,4,0,0
204,2,1,0.00611863101948984
206,3,0,0
210,4,0,0
216,2,1,0.113311557011912
218,3,0,0
228,1,1,0.0678963009850122
234,3,0,0
248,2,1,0.0681422420020681
