CatchTime,CatchType,Accuracy,ResponseTime
8,2,1,0.0933039830997586
16,2,1,0.0723818489350379
22,4,0,0
28,4,0,0
32,3,0,0
34,3,0,0
36,4,0,0
38,1,1,0.0619492239784449
42,1,1,0.00899846898391843
46,2,1,0.0667682630009949
48,1,1,0.108786104014143
50,2,1,0.0562884130049497
52,2,1,0.0647959250491112
58,1,1,0.0221401590388268
80,4,1,0.0696654519997537
84,3,0,0
98,2,1,0.00118367094546556
100,1,1,0.0719312278088182
104,1,1,0.0665994121227413
106,1,1,0.104387267958373
108,4,0,0
110,3,0,0
112,4,0,0
116,2,1,0.0378330240491778
120,3,0,0
132,2,1,0.0142536161001772
136,1,1,0.0482721871230751
142,3,0,0
158,3,0,0
160,4,0,0
164,3,0,0
170,1,1,0.0879160570912063
192,4,0,0
200,2,1,0.106481205904856
202,4,0,0
214,3,0,0
232,1,1,0.101362040033564
236,4,0,0
244,3,0,0
248,2,1,0.00375265395268798
