CatchTime,CatchType,Accuracy,ResponseTime
8,2,1,0.00512403901666403
14,2,1,0.0331586610409431
24,2,1,0.0606944389874116
34,3,0,0
40,3,0,0
42,4,0,0
46,1,1,0.0780917279771529
48,1,1,0.00623823999194428
50,3,0,0
60,4,0,0
68,3,0,0
70,1,1,0.0868572600302286
80,1,1,0.0424523070105352
86,2,1,0.0335376239963807
88,1,1,0.00648139900295064
96,3,0,0
98,2,1,0.0244931700290181
112,3,0,0
120,4,0,0
126,3,0,0
128,2,0,0
132,1,1,0.0317888740100898
140,4,0,0
142,1,1,0.0864004190079868
144,1,1,0.0771849220036529
154,1,1,0.0952789679868147
158,4,0,0
162,1,1,0.0513560100225732
164,2,1,0.0423652280005626
172,3,0,0
180,3,0,0
182,4,0,0
196,3,0,0
208,2,1,0.00623248796910048
214,4,0,0
220,4,0,0
224,2,1,0.0595783580210991
228,4,0,0
240,4,0,0
246,2,1,0.0421900560031645
