CatchTime,CatchType,Accuracy,ResponseTime
6,4,0,0
18,4,0,0
24,1,1,0.0949717690236866
26,1,1,0.0408671461045742
32,4,0,0
34,3,0,0
54,4,0,0
56,2,1,0.110260827001184
76,2,1,0.109103808179498
82,2,0,0
92,1,1,0.00405353866517544
96,2,1,0.0946654169820249
104,2,1,0.0219514039345086
106,3,0,0
110,2,0,0
118,1,1,0.00607895897701383
132,3,0,0
140,1,1,0.0328420321457088
142,3,0,0
144,1,1,0.0758791249245405
148,4,0,0
150,4,0,0
152,3,0,0
154,4,0,0
156,3,0,0
160,2,1,0.0952998697757721
168,4,0,0
172,2,0,0
174,4,0,0
192,3,0,0
198,1,1,0.0129795847460628
204,2,1,0.0133026666007936
206,3,0,0
210,3,0,0
214,2,1,0.0508204470388591
230,4,0,0
232,1,1,0.0395999550819397
236,3,0,0
238,1,1,0.0241136490367353
240,1,1,0.00602618884295225
