CatchTime,CatchType,Accuracy,ResponseTime
6,3,0,0
8,3,0,0
14,3,0,0
24,1,1,0.102707521058619
26,1,1,0.111507341265678
36,2,1,0.0592376231215894
48,1,1,0.102969866711646
54,2,1,0.0847446271218359
56,4,0,0
64,1,1,0.10475391196087
70,4,0,0
100,1,1,0.0134365437552333
102,1,0,0
108,4,0,0
110,1,1,0.0504523967392743
112,3,0,0
116,4,0,0
118,3,0,0
126,4,0,0
136,2,1,0.00616510678082705
142,2,1,0.0589231452904642
150,3,0,0
152,2,1,0.0153446900658309
154,2,1,0.0588793377391994
156,2,1,0.0505404537543654
166,3,0,0
174,4,0,0
176,3,0,0
178,1,1,0.0151403760537505
182,2,1,0.00510354805737734
200,4,0,0
208,4,0,0
210,3,0,0
216,3,0,0
222,4,0,0
232,2,1,0.0412045759148896
238,1,1,0.059327962808311
240,1,1,0.113287302199751
242,2,1,0.0327299889177084
248,4,0,0
