CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
8,4,0,0
20,1,1,0.00717216200428084
34,3,0,0
36,2,1,0.0731981399585493
44,1,1,0.0757263710256666
48,2,1,0.0900963649619371
54,2,1,0.0542074980330653
58,3,0,0
64,3,0,0
68,2,1,0.0969050969579257
74,3,0,0
88,3,0,0
98,1,1,0.049405760015361
100,1,1,0.00100514001678675
104,2,1,0.0513423819793388
110,4,0,0
112,1,1,0.00101262796670198
114,1,1,0.0171162089682184
120,4,0,0
124,1,1,0.011772152967751
126,3,0,0
136,3,0,0
138,4,0,0
140,3,0,0
144,1,1,0.0118602090515196
154,4,0,0
162,4,0,0
176,4,0,0
190,3,0,0
194,2,1,0.0516105829738081
196,2,1,0.0890562339918688
200,4,0,0
204,1,1,0.0996356020332314
208,3,0,0
214,2,1,0.064875038980972
222,2,1,0.0519396350136958
226,4,0,0
234,1,1,0.024950921011623
248,2,1,0.093778932990972
