CatchTime,CatchType,Accuracy,ResponseTime
4,4,0,0
10,2,0,0
16,3,0,0
18,2,1,0.0681125469272956
22,3,0,0
26,3,0,0
38,1,0,0
46,3,0,0
48,2,1,0.0331358760595322
72,4,0,0
82,3,0,0
100,4,0,0
112,3,0,0
126,2,1,0.068423236021772
132,1,0,0
134,2,1,0.00603413605131209
142,3,0,0
144,1,0,0
146,1,0,0
152,4,0,0
154,1,1,0.0852587330155075
156,3,0,0
164,2,0,0
178,3,0,0
180,2,0,0
186,1,0,0
198,2,1,0.0504316489677876
200,4,0,0
202,3,0,0
208,4,0,0
218,4,0,0
220,2,0,0
222,1,0,0
224,4,0,0
226,1,0,0
228,4,0,0
238,2,0,0
242,1,0,0
244,4,0,0
246,1,0,0
