CatchTime,CatchType,Accuracy,ResponseTime
6,1,1,0.0498632249655202
12,4,0,0
24,4,0,0
30,2,1,0.0854773740284145
34,2,1,0.0774126319447532
36,2,1,0.00625085399951786
44,3,0,0
46,1,1,0.00612902909051627
62,3,0,0
70,2,1,0.00539313105400652
74,4,0,0
76,2,1,0.104599192971364
84,4,0,0
106,4,0,0
116,3,0,0
118,2,1,0.0328823060262948
120,4,0,0
122,3,0,0
124,3,0,0
136,2,1,0.0151572269387543
140,4,0,0
142,1,1,0.0500424590427428
166,1,1,0.0327829549787566
170,1,1,0.0777435430791229
176,4,0,0
178,4,0,0
182,3,0,0
190,1,1,0.0590112919453532
198,1,1,0.0416234950534999
202,2,1,0.0864768020110205
204,2,1,0.0239871739177033
206,1,1,0.0853859150083736
208,3,0,0
214,4,0,0
228,3,0,0
234,1,1,0.0847852940205485
238,1,1,0.0504042250104249
240,2,1,0.00612693605944514
244,3,0,0
246,3,0,0
