CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
4,2,1,0.0168319758959115
16,4,0,0
26,2,1,0.101984292967245
34,1,1,0.0843518420588225
38,4,0,0
40,1,1,0.0403991141356528
42,4,0,0
48,1,1,0.0246146928984672
50,3,0,0
52,1,1,0.0418854479212314
62,3,0,0
68,2,1,0.00611003884114325
70,3,0,0
72,2,1,0.0407473759260029
74,3,0,0
84,2,1,0.0408194118645042
90,4,0,0
92,1,1,0.0763298231177032
96,4,0,0
108,4,0,0
126,2,1,0.0836923068854958
132,3,0,0
142,1,1,0.0496394811198115
148,4,0,0
154,1,1,0.0320597218815237
158,1,1,0.109526459127665
160,4,0,0
168,2,1,0.0749175378587097
172,3,0,0
184,3,0,0
194,4,0,0
196,3,0,0
206,3,0,0
218,2,1,0.00603254302404821
222,1,1,0.0932507810648531
226,1,1,0.110738601069897
232,3,0,0
242,2,1,0.0752485140692443
246,2,1,0.0658918509725481
