CatchTime,CatchType,Accuracy,ResponseTime
14,3,0,0
24,2,1,0.0337061658501625
36,1,1,0.00615339586511254
38,2,1,0.0416523502208292
46,1,1,0.0861995248124003
54,3,1,0.0787860550917685
58,3,0,0
60,1,1,0.0853026462718844
62,4,0,0
72,3,0,0
78,2,1,0.0857412852346897
88,2,1,0.00619176588952541
104,4,0,0
108,1,1,0.0502954521216452
110,4,0,0
124,1,1,0.0784018971025944
128,2,1,0.0331436363048851
132,2,1,0.00632920814678073
140,3,0,0
144,1,1,0.0671098274178803
148,1,1,0.0944460476748645
154,3,0,0
158,2,1,0.0690855379216373
160,2,1,0.0239624781534076
176,4,0,0
178,4,0,0
180,3,0,0
182,1,1,0.00511510157957673
184,4,0,0
188,4,0,0
190,4,0,0
194,1,1,0.076440853998065
198,2,1,0.0061296708881855
214,2,1,0.0759126828052104
216,4,0,0
218,1,1,0.0148608577437699
224,3,0,0
226,3,0,0
230,4,0,0
236,3,0,0
