CatchTime,CatchType,Accuracy,ResponseTime
2,1,1,0.0830937209539115
10,3,0,0
16,3,0,0
20,2,1,0.0754799540154636
24,1,1,0.0586486510001123
34,3,0,0
36,4,0,0
52,4,0,0
58,2,1,0.0151202578563243
66,1,1,0.0764291610103101
74,4,0,0
82,2,1,0.00399063597433269
90,3,0,0
92,1,1,0.0845272180158645
104,4,0,0
112,1,1,0.0325982430949807
114,4,0,0
122,2,1,0.0327845148276538
124,3,0,0
134,2,1,0.00634265202097595
136,1,1,0.0928042021114379
138,1,1,0.0501380690839142
140,1,1,0.0682105019222945
152,3,0,0
154,4,1,0.00617399206385016
178,3,0,0
180,2,1,0.0152739891782403
182,3,0,0
190,2,1,0.0576341019477695
192,4,0,0
194,1,1,0.0239358209073544
200,4,0,0
204,4,0,0
208,2,1,0.112440485041589
220,4,0,0
228,3,0,0
234,2,1,0.0494449289981276
236,3,0,0
240,1,1,0.0583132228348404
248,2,1,0.0238348960410804
