CatchTime,CatchType,Accuracy,ResponseTime
2,1,1,0.015533636091277
6,4,0,0
8,2,1,0.114490229869261
16,3,0,0
26,3,0,0
44,1,1,0.00612671999260783
48,1,1,0.0238337439950556
50,4,0,0
58,4,0,0
60,3,0,0
70,4,0,0
72,1,0,0
86,2,0,0
112,2,1,0.00412084488198161
114,4,0,0
118,4,0,0
120,4,0,0
122,3,0,0
128,3,0,0
134,2,0,0
136,3,0,0
138,3,0,0
144,1,1,0.0497223229613155
146,2,1,0.0328944809734821
150,1,1,0.0335201569832861
152,3,0,0
160,3,0,0
166,2,1,0.00510183186270297
170,2,0,0
174,1,1,0.0594511779490858
180,2,0,0
192,4,0,0
198,4,0,0
204,3,0,0
218,2,1,0.0943625660147518
222,2,1,0.0860896140802652
226,1,1,0.0587270858231932
228,1,1,0.0947022300679237
236,4,0,0
244,1,1,0.0505420120898634
