CatchTime,CatchType,Accuracy,ResponseTime
2,2,1,0.0172009519883431
4,2,1,0.0132936520094518
14,2,1,0.0664292490109801
16,2,1,0.0240260039863642
18,1,1,0.0502565689967014
22,4,0,0
24,3,0,0
28,3,0,0
30,2,1,0.0325581780052744
38,4,0,0
48,3,0,0
50,4,0,0
52,4,0,0
54,1,1,0.0763318609970156
58,4,0,0
68,4,0,0
70,3,0,0
72,4,0,0
76,1,1,0.0858890069939662
78,2,1,0.100991671992233
88,3,0,0
94,2,1,0.0583327140193433
98,4,0,0
102,3,0,0
104,3,0,0
118,4,0,0
132,1,1,0.0235645300126635
134,1,1,0.10150345301372
176,2,0,0
184,2,1,0.0589225970034022
198,3,0,0
204,2,1,0.0584780089848209
208,3,0,0
210,1,1,0.0412254120165017
214,3,0,0
222,1,1,0.0398059829894919
224,1,1,0.00503577699419111
234,4,0,0
238,1,1,0.00608473998727277
244,1,1,0.05039672498242
