PresOrder,TrialNumber,Illusory_Fragmented,Fat_Thin,StairNum,StimPresTime,StimPresLength,Response,ReationTime,Accuracy,StepLevel
1,39,1,2,3,147.989113031497,0.198420202860916,1,1.21650759535873,0,8.5
2,38,1,2,2,151.087846694533,0.198371329880501,2,0.966462307372467,1,8.5
3,24,1,2,4,153.8264778004,0.198294947557997,2,0.157628530816737,1,15
4,120,1,2,4,155.775724234648,0.198278266361285,2,0.0190385133719246,1,15
5,106,1,1,2,157.591354574643,0.199303135684659,1,0.102516782893645,1,7
6,102,1,2,2,159.473599664737,0.198790115717884,1,0.517326349472341,0,5.75
7,62,1,2,2,161.749402476602,0.198435128142364,2,0.0261171938950611,1,9
8,22,1,2,2,163.544112254505,0.198241684789082,2,0.117838901195,1,8
9,103,1,2,3,165.456190933565,0.198539019807185,2,0.158134234469117,1,12
10,35,1,1,3,167.375430821174,0.19837718293229,1,0.0414094616335206,1,11
11,4,1,1,4,169.173702473587,0.199030383482977,1,0.0417302088571887,1,15
12,50,1,1,2,170.9682202714,0.198889032288662,1,0.0190554872210669,1,7.5
13,90,1,1,2,172.761616917192,0.199130763317044,1,0.0739047257832226,1,7
14,59,1,1,3,174.583784530443,0.199189001179548,1,0.0945358544768169,1,10.5
15,46,1,2,2,176.423173284566,0.198944050973068,2,0.0555264366241772,1,6.5
16,73,1,1,1,178.231140516842,0.199263042281473,1,0.0315821881106331,1,8.5
17,77,1,2,1,180.0099496023,0.198768166774471,2,0.0183346839251044,1,7
18,30,1,2,2,181.783115760775,0.198976828061632,2,0.0730703732872371,1,5.75
19,111,1,2,3,183.60566089585,0.198450346076243,2,0.0184824734762969,1,10
20,112,1,2,4,185.395603948586,0.198521753304931,2,0.0181880649840878,1,15
21,117,1,2,1,187.165420113017,0.199334156857731,2,0.337021341103991,1,5.75
22,108,1,1,4,189.245351140657,0.199231728455743,1,0.0217013591663999,1,15
23,23,1,2,3,191.021735599518,0.198998777004817,2,0.27184849024934,1,9.5
24,63,1,2,3,193.052407345463,0.19827738840354,2,0.285955222399934,1,9
25,56,1,2,4,195.115499143845,0.198393278823914,2,0.0180437872638777,1,15
26,81,1,1,1,196.879682624134,0.199032139398469,1,0.0183771185486421,1,4.75
27,33,1,1,1,198.642583408179,0.19879099367563,1,0.0181590923789372,1,3.75
28,34,1,1,2,200.407849117696,0.198857425810502,1,0.0189808608142812,1,5.75
29,91,1,1,3,202.182350357226,0.198947855456709,1,0.0184312592753031,1,8
30,86,1,2,2,203.981173952399,0.198953123202955,2,0.153441257750501,1,5.25
31,2,1,1,2,205.877364815727,0.198898689823636,1,0.0784551806966647,1,4.25
32,101,1,2,1,207.702310872541,0.198279729624119,2,0.612949700923764,1,3.25
33,40,1,2,4,210.06947367312,0.198987070901694,2,0.0183823862948884,1,15
34,80,1,2,4,211.848685155871,0.199088328693279,2,0.0181830898902717,1,15
35,119,1,2,3,213.60969862345,0.199251043525919,2,0.0185035444615096,1,7.5
36,47,1,2,3,215.392729222325,0.199014287591353,2,0.0187206926734689,1,5.75
37,76,1,1,4,217.164332908694,0.19889751921346,1,0.0187379591754961,1,15
38,15,1,2,3,218.925181612873,0.199087743388191,2,0.0185047150719129,1,5.25
39,43,1,1,3,220.697382603151,0.199175246508503,1,0.018540711338801,1,4.75
40,57,1,1,1,222.476562772075,0.198606622552234,1,0.0548893319648869,1,2.75
41,75,1,1,3,224.279310545648,0.198360794388009,1,0.110957761160989,1,3.75
42,89,1,1,1,226.132313790287,0.198465856662779,1,0.0187552256775234,1,2.25
43,74,1,1,2,227.894708285375,0.198769922689962,1,0.101829634643764,1,3.75
44,37,1,2,1,229.746753092826,0.199208316249724,2,0.0985861661370109,1,1.75
45,21,1,2,1,231.588694948026,0.198823770763966,2,0.62964435980939,1,1.75
46,45,1,2,1,233.98901791941,0.199073110759173,2,0.0181394846563308,1,1.25
47,17,1,1,1,235.756957302867,0.198874984964959,1,0.0754870982648299,1,1.25
48,32,1,2,4,237.580345277363,0.199174953856073,2,0.0183051260146385,1,15
49,88,1,2,4,239.34852434328,0.198987070901694,2,0.0188842854638551,1,15
50,70,1,2,2,241.112077742572,0.198786896539559,1,0.257219373249427,0,3.25
51,7,1,2,3,243.139631275313,0.198340016054999,2,0.084731407855088,1,3.25
52,58,1,1,2,244.972309505853,0.198662226541956,1,0.018318588033253,1,4.75
53,26,1,1,2,246.746065651923,0.199172905287924,1,0.0999390989989024,1,4.25
54,92,1,1,4,248.58712340369,0.198575308726504,1,0.130360919643181,1,15
55,49,1,1,1,250.474618388356,0.199016043507072,2,0.283554593313966,0,1.25
56,6,1,2,2,252.524856592921,0.198764947596146,2,0.0774598692837571,1,3.75
57,29,1,2,1,254.354348129555,0.199103546627384,2,0.0186999143406865,1,1.75
58,116,1,1,4,256.122928129502,0.198645252692131,1,0.0186659666417199,1,15
59,68,1,1,4,257.896050975396,0.199327133195993,1,0.0183039554044626,1,15
60,78,1,2,2,259.657375532664,0.198949026066884,2,0.018010424869999,1,3.75
61,54,1,2,2,269.259025624952,0.198328309951876,2,0.203419294174637,1,3.25
62,83,1,1,3,271.301411960886,0.198368110702177,1,0.0185963153285229,1,2.75
63,53,1,2,1,273.121767762036,0.198983266418281,2,0.325962000233403,1,1.75
64,85,1,2,1,275.195879100538,0.198366647439343,1,0.0708336296440848,0,1.25
65,52,1,1,4,277.011648450507,0.199288210403211,1,0.0333667835227516,1,15
66,60,1,1,4,278.787440580552,0.199197488104346,1,0.0273843795516768,1,15
67,3,1,1,3,280.563217785317,0.199164125710695,1,0.299090347996298,1,2.25
68,14,1,2,2,282.603840011519,0.198468490536015,2,0.0181397773089884,1,3.25
69,55,1,2,3,284.389993798692,0.198340601360087,2,0.0918179899977076,1,1.75
70,8,1,2,4,286.227475628625,0.199236703549786,2,0.017850051258165,1,15
71,48,1,2,4,287.987616113568,0.198520875347185,2,0.0175222803723045,1,15
72,51,1,1,3,289.753047171791,0.19883079442593,1,0.781038805439039,1,1.75
73,25,1,1,1,292.283978061592,0.198514436990536,2,0.375492278215461,0,1.75
74,27,1,1,3,294.411469815374,0.198370744575413,1,0.113655725264834,1,1.25
75,18,1,1,2,296.299734476317,0.198963658695675,2,0.166904446885155,0,3.25
76,71,1,2,3,298.22031383477,0.199510333708758,2,0.169705132043418,1,1.25
77,66,1,1,2,300.138472371109,0.198980339892614,1,0.0171749017638376,1,3.75
78,95,1,2,3,301.902709406819,0.19870319790266,2,0.284911915964358,1,1.25
79,98,1,1,2,303.955790145861,0.198299337346725,1,0.0175214024145589,1,3.75
80,28,1,1,4,305.719208339662,0.19862623027484,1,0.070667988285777,1,15
81,1,1,1,1,307.539469906682,0.198265096995328,1,0.12604722066385,1,2.25
82,110,1,2,2,309.412162231371,0.198735974990996,2,0.0174075605623329,1,3.25
83,94,1,2,2,311.171804621628,0.217167819571387,2,0.0175770064040535,1,3.25
84,97,1,1,1,312.95405676465,0.198726902761109,1,0.293239345031679,1,2.25
85,79,1,2,3,314.99525229725,0.19838771842501,2,0.323852853113976,1,0.75
86,105,1,1,1,317.074956226491,0.199534331220093,1,0.0543613867168915,1,1.75
87,42,1,1,2,318.87490507082,0.199170856720002,1,0.256872287293618,1,3.25
88,61,1,2,1,320.874634367187,0.199320987491774,2,0.04421541453803,1,1.75
89,107,1,1,3,322.682976194762,0.198834013604255,1,0.0966698770653238,1,0.75
90,65,1,1,1,324.531411717985,0.198512388422614,1,0.126646865793191,1,1.75
91,93,1,2,1,326.411581023353,0.198879960058775,2,0.0173024982873358,1,1.75
92,113,1,1,1,328.170754584183,0.198738608864232,1,0.157258032654909,1,1.75
93,82,1,1,2,330.075053972451,0.199238752117708,1,0.0178117137704703,1,3.25
94,13,1,2,1,331.854606688106,0.198547799384187,2,0.041866584958143,1,1.75
95,100,1,1,4,333.642900058267,0.199247239042506,1,0.017207093547313,1,15
96,96,1,2,4,335.410039914885,0.199371616387452,2,0.0183771185484147,1,15
97,87,1,2,3,337.170546215548,0.198868253955652,1,0.0176785568482956,0,0.75
98,114,1,1,2,338.935674085702,0.199219437047759,1,0.0175404248320774,1,2.75
99,12,1,1,4,340.702647423004,0.198838988698071,1,0.0179106303414756,1,15
100,9,1,1,1,342.488788626116,0.198543702248116,1,0.185242642641015,1,1.25
101,11,1,1,3,344.427222425616,0.198850694801195,1,0.0175486191042182,1,1.25
102,99,1,1,3,346.187138738685,0.198494536615499,1,0.01746667638281,1,1.25
103,67,1,1,3,347.957748284251,0.198788945107481,1,0.0184221870454166,1,0.75
104,5,1,2,1,349.726222343966,0.199242849253778,2,0.0625457086744063,1,1.25
105,19,1,1,3,351.540687926706,0.198828745857782,1,0.0791698382888626,1,0.75
106,31,1,2,3,353.382619539066,0.19829845938898,2,0.101398850051055,1,0.75
107,64,1,2,4,355.242090405649,0.199238752117708,2,0.0662094262809205,1,15
108,84,1,1,4,357.057708454235,0.198987656207009,1,0.514554344266571,1,15
109,16,1,2,4,359.322242093332,0.198976535408974,2,0.0175922243379318,1,15
110,115,1,1,3,361.088697435573,0.198546628774011,2,0.265880718906828,0,0.75
111,118,1,2,2,363.116406366832,0.198406155537214,2,0.0178005929726623,1,2.25
112,109,1,2,1,364.884553533619,0.198386547814607,1,0.881664760035164,0,1.25
113,10,1,1,2,367.516630128992,0.199325377280275,1,0.27027577530248,1,2.25
114,72,1,2,4,369.54706482635,0.198908347358611,2,0.0706823282619098,1,15
115,69,1,2,1,371.371135559307,0.21812947593844,2,0.0896599698978662,1,1.75
116,104,1,2,4,373.233525927994,0.198711684827231,2,0.0180932455493803,1,15
117,44,1,1,4,375.008219147614,0.199342351129872,1,0.0175796402772903,1,15
118,20,1,1,4,376.776557709186,0.199508285140837,1,0.0351990813051088,1,15
119,41,1,1,1,378.561826514967,0.198360209082693,2,0.250785699005064,0,1.25
120,36,1,1,4,380.556663245558,0.199447998709957,1,0.0172910848366428,1,15
121,168,2,2,4,502.992870983234,0.198501852929894,2,0.782185418234349,1,15
122,190,2,2,2,506.98305044072,0.198261585164346,2,0.25632385636527,1,8.5
123,166,2,2,2,509.002553979036,0.199457070939843,2,0.253440935832714,1,7
124,219,2,1,3,511.002416139673,0.19948428762973,1,0.0174909665465748,1,8.5
125,194,2,1,2,512.784145897845,0.198351722157895,1,0.105257474273913,1,5.75
126,165,2,2,1,514.631694976413,0.199028042262398,2,0.0172029964110152,1,8.5
127,153,2,1,1,516.394542205038,0.198715489310871,1,0.0177417698050704,1,7
128,143,2,2,3,518.160420436398,0.199001996183597,2,0.0176250014269499,1,7
129,224,2,2,4,519.927101706428,0.198410545325714,2,0.0433190196959004,1,15
130,221,2,2,1,521.719567717026,0.199149493081677,2,0.0178848769146498,1,5.75
131,150,2,2,2,523.479560119765,0.198262170469661,2,0.0174251197172453,1,4.75
132,237,2,2,1,525.261763389806,0.198343820538412,1,0.0781996949972381,0,4.75
133,133,2,2,1,527.086946202555,0.199057892825294,2,0.0920465516601325,1,7.5
