Percept,Time,GratingPresented
0.017547716000081,0,2
0.0332728419998602,0,1
0.0499598979995426,0,2
0.0665812600000208,0,1
0.0839716659993428,0,2
0.0998530460001348,0,1
0.116892819999521,0,2
0.13324891999946,0,1
0.149990713000079,0,2
0.166496090999317,0,1
0.183615270999326,0,2
0.199872919999507,0,1
0.217054529000052,0,2
0.23317560599935,0,1
0.250245129000177,0,2
0.267098098999668,0,1
0.284130027999709,0,2
0.300753272999827,0,1
0.317097174999617,0,2
0.334195968000131,0,1
0.350939850999566,0,2
0.367488889999549,0,1
0.384159952999653,0,2
0.400884943000165,0,1
0.41709538699979,0,2
0.434358001999499,0,1
0.450990632999492,0,2
0.46756774000005,0,1
0.483466875999511,0,2
0.49995146099991,0,1
0.516820398000164,0,2
0.534375778999674,0,1
0.55007977599962,0,2
0.567067213999508,0,1
0.583653235999918,0,2
0.600915399999394,0,1
0.617419539999901,0,2
0.634388082999976,0,1
0.651017362999482,0,2
0.667151265999564,0,1
0.684111728000062,0,2
0.700162061999436,0,1
0.717127445999722,0,2
0.734310154999548,0,1
0.750864105999426,0,2
0.767150179999589,0,1
0.784110556000087,0,2
0.800382540000101,0,1
0.817148137999538,0,2
0.834275795999929,0,1
0.851381185999344,0,2
0.8675298069993,0,1
0.884570195999913,0,2
0.90069818199936,0,1
0.917181462999906,0,2
0.934256976000142,0,1
0.951316889999362,0,2
0.967612395999822,0,1
0.984065744999498,0,2
1.00076917199931,0,1
1.01710783599992,0,2
1.03418436099946,0,1
1.05092110899932,0,2
1.06757057300001,0,1
1.08418578999954,0,2
1.10089217599943,0,1
1.11806657299985,0,2
1.13454037300016,0,1
1.15090216599947,0,2
1.16770822999933,0,1
1.18456959600007,0,2
1.20096127499983,0,1
1.21838132299945,0,2
1.23428687299929,0,1
1.25131397199948,0,2
1.26763423000011,0,1
1.28415350999967,0,2
1.3021252059998,0,1
1.31837720600015,0,2
1.3353581679994,0,1
1.35113014299986,0,2
1.36855254300008,0,1
1.38531246299954,0,2
1.40203224800007,0,1
1.41831357199953,0,2
1.43539538299956,0,1
1.45113462599966,0,2
1.46877417299947,0,1
1.48526655899968,0,2
1.50178940600017,0,1
1.51878003299953,0,2
1.53542480299984,0,1
1.55117313299979,0,2
1.5686546299994,0,1
1.58454208999956,0,2
1.60209836400008,0,1
1.61889891299961,0,2
1.63545493599941,0,1
1.65235259600013,0,2
1.6688452139997,0,1
1.6853361099993,0,2
1.70181087499986,0,1
1.71810559499954,0,2
1.73533443999986,0,1
1.75232334999964,0,2
1.76819826599967,0,1
1.78532065299987,0,2
1.80179394300012,0,1
1.81821381999998,0,2
1.83545847000005,0,1
1.85221439299949,0,2
1.86858764499993,0,1
1.88476412299951,0,2
1.90187312599937,0,1
1.91878304599959,0,2
1.9355057039993,0,1
1.95236361699972,0,2
1.96861879900007,0,1
1.9849276219993,0,2
2.00212088999979,0,1
2.01834169999984,0,2
2.03532931500013,0,1
2.05235137999989,0,2
2.0686865789994,0,1
2.08509604299979,0,2
2.1020730299997,0,1
2.11839417600004,0,2
2.13518471899988,0,1
2.152702116,0,2
2.16877392999959,0,1
2.18530649599961,0,2
2.20265617399946,0,1
2.21883483300007,0,2
2.23529419299939,0,1
2.25235499599967,0,2
2.2686949809995,0,1
2.28560030900007,0,2
2.30286032599997,0,1
2.31868616799966,0,2
2.33538053499979,0,1
2.35201039599997,0,2
2.36866764099977,0,1
2.38539222300005,0,2
2.40203712499988,0,1
2.41948882999986,0,2
2.43538748999981,0,1
2.45216868999978,0,2
2.46945216599943,0,1
2.48545680999996,0,2
2.5028463259996,0,1
2.51948876299957,0,2
2.53647072999956,0,1
2.55212823599959,0,2
2.56876804399963,0,1
2.58650702999967,0,2
2.60281804199985,0,1
2.61982060999981,0,2
2.63643589000003,0,1
2.65285798500008,0,2
2.66986411299968,0,1
2.68556523999996,0,2
2.70292068799972,0,1
2.71945172399955,0,2
2.73641834299997,0,1
2.75286862999928,0,2
2.76950921299976,0,1
2.78572195600009,0,2
2.80312859199967,0,1
2.8196398,0,2
2.83654853400003,0,1
2.85325860000012,0,2
2.86988571999973,0,1
2.88667894599985,0,2
2.90316415399957,0,1
2.91918002599959,0,2
2.93652368999938,0,1
2.95340744999976,0,2
2.96981563000008,0,1
2.98666681399936,0,2
3.00314266299938,0,1
3.01985533199968,0,2
3.03672237599949,0,1
3.05318744499982,0,2
3.07002198000009,0,1
3.0864060089998,0,2
3.10286626000016,0,1
3.11934698999994,0,2
3.13657858299939,0,1
3.15274928300005,0,2
3.17009039999994,0,1
3.1865627899997,0,2
3.20296003199928,0,1
3.21947251999973,0,2
3.23615653999968,0,1
3.25336856299964,0,2
3.27000162100012,0,1
3.28617515299993,0,2
3.30273820000002,0,1
3.3195581559994,0,2
3.33624240999961,0,1
3.3536771250001,0,2
3.36996381999961,0,1
3.38625039599992,0,2
3.40333945899965,0,1
3.41957773299964,0,2
3.43630603600013,0,1
3.4530116119995,0,2
3.46964168299928,0,1
3.48636939599965,0,2
3.5038662930001,0,1
3.51956063899979,0,2
3.53679161499986,0,1
3.55389233699952,0,2
