PresOrder,TrialNumber,Background,StairNum,BlockNum,PerspNum,CurrSize,Response,ReactionTIme,Stair_Update
1,11,2,1,1,1,0.99,1,1.34618966399967,0
2,50,2,2,1,2,0.99,1,1.277082393,0
3,68,2,3,1,2,1.5,2,1.30005428899995,1
4,10,2,2,1,2,1.2,2,1.29061945000012,1
5,16,2,2,1,2,1.1,1,1.46607894199997,0
6,7,2,1,1,1,1.2,2,1.33814538699971,1
7,66,2,3,1,2,1.5,2,1.34370874499973,1
8,28,2,2,1,2,1.15,2,1.35582519900026,1
9,21,2,1,1,1,1.1,2,1.29527650099999,1
10,23,2,1,1,1,1.025,2,1.3655648859999,1
11,64,2,3,1,2,1.5,2,1.29713835099983,1
12,51,2,1,1,1,0.975,1,1.3100391439998,0
13,55,2,1,1,1,1.01,2,1.30711195599997,1
14,79,2,4,1,1,0.5,1,1.320061076,0
15,73,2,4,1,1,0.5,1,1.31952711599979,0
16,53,2,1,1,1,0.975,1,1.29159406400004,0
17,24,2,2,1,2,1.125,2,1.29966709900009,1
18,54,2,2,1,2,1.1,2,1.23659299500014,1
19,4,2,2,1,2,1.025,1,1.26078142999995,0
20,39,2,1,1,1,0.99,2,1.28414849599994,1
21,1,2,1,1,1,0.95,1,1.32358896899996,0
22,26,2,2,1,2,1.075,1,1.34296103399993,0
23,65,2,3,1,1,1.5,2,1.32291823700007,1
24,8,2,2,1,2,1.075,2,1.28047970800026,1
25,22,2,2,1,2,0.9,1,1.31864265599961,0
26,41,2,1,1,1,0.975,2,1.28496661100007,1
27,36,2,2,1,2,0.925,1,1.30872671499992,0
28,63,2,3,1,1,1.5,2,1.31326719899971,1
29,5,2,1,1,1,0.85,1,1.33891970899958,0
30,34,2,2,1,2,1.05,2,1.26139042600016,1
31,18,2,2,1,2,0.875,1,1.30219862200011,0
32,44,2,2,1,2,1.25,2,1.33887089900009,1
33,43,2,1,1,1,0.85,1,1.34328515200013,0
34,9,2,1,1,1,1.1,2,1.33252338500006,1
35,25,2,1,1,1,0.9,2,1.54410356800008,1
36,69,2,3,1,1,1.5,2,1.34779094699979,1
37,61,2,3,1,1,1.5,2,1.30495662900012,1
38,35,2,1,1,1,0.7,1,1.34189638499993,0
39,72,2,4,1,2,0.5,1,1.39482475600016,0
40,38,2,2,1,2,1.05,1,1.28140444699966,0
41,45,2,1,1,1,0.75,1,1.35801261500001,0
42,59,2,1,1,1,1.175,2,1.2977036100001,1
43,30,2,2,1,2,1.25,2,1.29477005299987,1
44,48,2,2,1,2,0.925,1,1.29335835099982,0
45,77,2,4,1,1,0.5,1,1.33902795799986,0
46,14,2,2,1,2,1.175,2,1.32646301799969,1
47,40,2,2,1,2,1.075,2,1.36385595299998,1
48,31,2,1,1,1,0.8,1,1.33620291199986,0
49,56,2,2,1,2,1.05,2,1.33367419900014,1
