PresOrder,TrialNumber,ShapeNoShape,StairNum,BlockNum,TargetPosition,TargetLuminance,Response,RespScreenOnset_to_Resp,ExpStartOnset_to_Resp,StimOnset_to_Resp,Accuracy,Stair_Update
1,92,2,2,1,2,0.96,2,0.133674799988512,1.30173992289929,0.90094710001722,1,0
2,93,1,1,1,2,0.96,1,0.253411300014704,1.58841972291702,1.02057559997775,0,1
3,78,2,1,1,1,0.96,1,0.0461924999835901,1.43144832289545,0.813799600000493,1,0
4,108,2,2,1,2,1.12,1,0.149028999963775,1.35044682287844,0.916292199981399,1,1
5,70,2,1,1,2,1.12,1,0.0709631000063382,1.30578822287498,0.838270400010515,1,1
6,67,1,2,1,2,0.96,1,0.258052499964833,1.74350192293059,1.02610800002003,0,1
7,87,1,2,1,1,0.94,1,0.160272499953862,1.17833042290295,0.927593300002627,1,0
8,102,2,1,1,1,0.96,1,0.52294879994588,1.92464482289506,1.290314199985,1,0
9,123,2,3,1,2,1.2,1,0.110147700004745,1.34499772288837,0.877468399994541,1,1
10,36,2,2,1,2,0.96,2,0.125182699994184,1.67689882288687,0.89252170000691,1,0
11,33,1,1,1,1,0.94,1,0.175796700001229,1.24387192289578,0.943031199974939,1,0
12,133,2,3,1,2,0.8,2,0.00126430002273992,1.23604572290787,0.768482799991034,1,0
13,32,2,2,1,2,1.12,1,0.00270890002138913,1.37073822290404,0.769894000026397,1,1
14,130,2,3,1,1,0.8,1,0.00137690000701696,1.48639602289768,0.768645500007551,1,0
15,127,2,3,1,2,0.8,2,0.114615099970251,1.31611062289448,0.882044399972074,1,0
16,138,2,3,1,2,0.8,2,0.194452999974601,1.32955812290311,0.962404699996114,1,0
17,51,1,2,1,2,0.96,2,0.101547699945513,1.25299462291878,0.868836299981922,1,0
18,77,1,1,1,2,0.96,2,0.058942899981048,1.4605140229105,0.826177999959327,1,0
19,65,1,1,1,2,1.12,1,0.0493866999750026,1.46769372292329,0.816628500004299,1,1
20,12,2,2,1,1,0.96,2,0.0580935000325553,1.4263554228819,0.825312900007702,0,1
21,113,1,1,1,2,0.96,2,0.174923799990211,1.24296412285184,0.942182899976615,1,0
22,104,2,2,1,2,0.96,2,0.00911189999897033,1.193897322868,0.776428700017277,1,0
23,25,1,1,1,2,0.96,2,0.116477768635377,1.65121282287873,0.883467299980111,1,0
24,129,2,3,1,1,1.2,2,0.00138639996293932,1.50317922292743,0.768610300030559,1,1
25,73,1,1,1,1,1.12,2,0.0391987999901175,1.2573352229083,0.806369199999608,1,1
26,91,1,2,1,2,1.12,1,0.00733440002659336,1.59241722285515,0.774403200019151,1,1
27,84,2,2,1,1,0.96,1,0.000962799997068942,1.35239112289855,0.768087200005539,1,0
28,11,1,2,1,2,0.96,2,0.133405899978243,1.13473432289902,0.900651899981312,1,0
29,72,2,2,1,1,0.96,2,0.187571199960075,1.33902162290178,0.954793600016274,0,1
30,46,2,1,1,1,1.12,2,0.0772896999842487,1.09527932287892,0.84438930003671,1,1
31,43,1,2,1,1,0.96,2,0.00098519999301061,1.502682022925,0.768266399973072,0,1
32,106,2,1,1,2,0.96,2,0.001185400004033,1.21929382288363,0.768456400022842,1,0
33,10,2,1,1,1,1.12,2,0.00126639998052269,1.31956652289955,0.768645600008313,1,1
34,140,2,3,2,2,1.2,1,0.00120060000335798,1.48624082288006,0.768468300055247,1,1
35,44,2,2,1,2,0.94,2,0.00118770002154633,1.51951382291736,0.768396200030111,1,0
36,14,2,1,1,2,0.96,2,0.00125289999414235,1.41953132289927,0.768504600040615,1,0
37,40,2,2,1,1,0.96,2,0.00102920003701001,1.3692483229097,0.768259900039993,0,1
38,109,1,1,1,1,0.96,2,0.0011975999805145,1.41955242294353,0.768484700005502,0,1
39,35,1,2,1,1,0.94,2,0.000957000011112541,1.5026512228651,0.768239600001834,0,1
40,13,1,1,1,1,0.94,2,1.39579560002312,2.46397692285245,2.16320750000887,0,1
41,22,2,1,1,1,1.12,2,0.122265200014226,1.6072936229175,0.889385899994522,1,1
42,20,2,2,1,1,1.12,2,0.54292350000469,1.91131872287951,1.31018369999947,1,1
43,74,2,1,1,1,0.96,2,0.0316261972184293,1.51635102287401,0.798847195808776,0,1
44,56,2,2,1,2,0.94,2,1.47947899997234,2.49763172294479,2.24710455146851,1,0
45,18,2,1,1,2,0.96,2,0.272394387226086,1.80714582290966,1.0396184414858,1,0
46,80,2,2,1,1,0.94,2,0.981852978642564,2.23308172292309,1.74860110000009,0,1
47,8,2,2,1,2,1.12,1,0.118320399953518,1.16977592289913,0.885953032877296,1,1
48,97,1,1,1,2,1.12,1,0.00403567869216204,1.42206012288807,0.771281805820763,1,1
49,118,2,1,1,1,0.96,1,0.214240297209471,1.38232996442821,0.981477932888083,1,0
50,103,1,2,1,1,1.12,2,0.144650532922242,1.3292311229161,0.911407699983101,1,1
51,62,2,1,1,1,0.96,2,0.381433799979277,1.95001322292956,1.14878449996468,0,1
52,69,1,1,1,1,1.12,2,0.326196014357265,1.77762722288026,1.09342576010386,1,1
53,68,2,2,1,1,1.12,2,0.0533688786672428,1.20444682287052,0.820602795807645,1,1
54,7,1,2,1,1,1.12,2,0.610486799967475,1.87879932293436,1.37813942291541,1,1
55,9,1,1,1,2,0.94,2,1.261752899969,2.4132377228816,2.02933253295487,1,0
56,105,1,1,1,1,0.94,2,0.184505600016564,1.686174322851,0.952096968656406,0,1
57,95,1,2,1,1,1.12,2,0.382831087219529,1.90094942291034,1.1496556000202,1,1
58,96,2,2,1,1,0.94,2,0.209855860099196,1.39440182287944,0.976847400015686,0,1
59,47,1,2,1,1,0.94,2,0.101986600027885,1.60373522288864,0.869575287215412,0,1
60,112,2,2,1,1,1.12,2,0.163014599995222,1.38116362289293,0.930035799974576,1,1
61,79,1,2,1,2,1.12,1,0.0336478058015928,1.51842872286215,0.800885687232949,1,1
62,38,2,1,1,2,0.96,2,0.0738326514838263,1.49191442294978,0.841078422905412,1,0
63,54,2,1,1,2,0.96,2,0.0748941143392585,1.40949392289622,0.842120178684127,1,0
64,24,2,2,1,1,1.12,2,0.168122978706378,1.20240082289092,0.934837500040885,1,1
65,139,2,3,1,1,0.8,1,0.188828699989244,1.55728322290815,0.95608579996042,1,0
66,135,2,3,1,1,1.2,2,0.167820199974813,1.16935022291727,0.935474595811684,1,1
67,39,1,2,1,1,0.94,2,0.541140905814245,1.70902652293444,1.30789219995495,0,1
68,2,2,1,1,1,0.96,2,0.17827706009848,1.74639562290395,0.945205500000156,0,1
69,48,2,2,1,1,1.12,2,0.298369614349212,1.36609422293259,1.06559537863359,1,1
70,42,2,1,1,2,0.96,2,0.208301641512662,1.77644052292453,0.975523995817639,1,0
71,131,2,3,1,2,0.8,2,0.248288805771153,1.31601212290116,1.01513959997101,1,0
72,3,1,2,1,2,0.94,2,0.152711587259546,1.33727632288355,0.919939960120246,1,0
73,81,1,1,1,2,1.12,1,0.138914300012402,1.35701242287178,0.906553987239022,1,1
74,116,2,2,1,2,1.12,1,0.152224478661083,1.35337192291627,0.919069000054151,1,1
75,83,1,2,1,2,1.12,1,0.0592621143441647,1.46057412290247,0.82647850579815,1,1
76,85,1,1,1,1,1.12,2,0.00160626007709652,1.35292492294684,0.768835641501937,1,1
77,31,1,2,1,1,1.12,2,0.196755714307074,1.24771802290343,0.963995314319618,1,1
78,45,1,1,1,1,1.12,2,0.0929434000281617,1.34459172288189,0.860573632933665,1,1
79,75,1,2,1,1,1.12,2,0.199363099993207,1.30081532290205,0.967060551512986,1,1
80,63,1,2,1,1,0.94,1,0.736178899998777,1.75426152290311,1.50330660003237,1,0
81,101,1,1,1,2,0.94,2,0.197351241484284,1.59858442289988,0.964191399980336,1,0
82,71,1,2,1,1,1.12,2,0.186538260080852,1.68792142288294,0.953387599962298,1,1
83,64,2,2,1,2,0.94,2,0.358213205821812,1.74294642289169,1.12546806008322,1,0
84,27,1,2,1,1,0.94,2,0.0820496786618605,1.66680462291697,0.849291551508941,0,1
85,57,1,1,1,1,0.94,2,0.245579400041606,1.73068672290538,1.01272360002622,0,1
86,58,2,1,1,2,0.96,2,0.0111010515247472,1.36239092290634,0.778048400010448,1,0
87,15,1,2,1,1,1.12,2,0.00401883292943239,1.23854512290563,0.770764900022186,1,1
88,21,1,1,1,2,1.12,1,0.144315599987749,1.54599882289767,0.911424699996132,1,1
89,89,1,1,1,2,1.12,1,0.390131900028791,1.94211612286745,1.15789367869729,1,1
90,119,1,2,1,2,0.94,2,0.222147499967832,1.27361082291463,0.989899760112166,1,0
91,99,1,2,1,2,1.12,1,0.0925533000263385,1.3606878228602,0.859642800001893,1,1
92,122,2,3,1,2,0.8,2,0.00190819578710943,1.58656752289971,0.768782300001476,1,0
93,132,2,3,1,2,0.8,2,0.112350051524118,1.26350932288915,0.879581795772538,1,0
94,53,1,1,1,2,1.12,1,0.0497116000042297,1.35137112287339,0.817374922917224,1,1
95,34,2,1,1,1,0.96,1,0.429344900010619,1.53099752293201,1.19708613288822,1,0
96,60,2,2,1,2,0.94,2,0.768483114370611,2.28652372286888,1.53570945147658,1,0
97,107,1,2,1,2,0.94,2,0.00418980576796457,1.42214512289502,0.771433468617033,1,0
98,125,2,3,1,2,1.2,1,0.0956211143638939,1.38022752292454,0.862547500000801,1,1
99,49,1,1,1,2,0.94,2,0.00462522439192981,1.47254812286701,0.771879314328544,1,0
100,86,2,1,1,2,0.96,2,0.241517605783883,1.54280312289484,1.00825289997738,1,0
101,55,1,2,1,2,0.94,2,0.00160766014596447,1.23618572292617,0.768325100012589,1,0
102,5,1,1,1,1,0.94,1,0.238996299973223,1.52390122291399,1.00614379998296,1,0
103,117,1,1,1,2,0.94,2,0.036078599980101,1.3044464229024,0.803276200022083,1,0
104,115,1,2,1,2,0.94,2,0.307277978630736,1.55839922290761,1.07407219999004,1,0
105,28,2,2,1,1,0.94,1,0.272151287237648,1.48986472288379,1.03888180002104,1,0
106,100,2,2,1,1,0.94,1,0.243789300031494,1.32860972289927,1.01102500001434,1,0
107,23,1,2,1,1,0.96,1,0.060529200010933,1.44570552289952,0.82830306008691,1,0
108,137,2,3,1,2,1.2,1,0.163856500003021,1.36550582293421,0.931633105792571,1,1
109,52,2,2,1,1,0.94,1,0.0831770999939181,1.6017007228802,0.85038820002228,1,0
110,29,1,1,1,1,0.94,1,0.149572868656833,1.61741352285026,0.916273300012108,1,0
111,1,1,1,1,2,0.94,2,0.149145495786797,1.28359372291015,0.916381268645637,1,0
112,111,1,2,1,2,0.94,2,0.0945966429426335,1.36247612285661,0.861821405764204,1,0
113,59,1,2,1,1,0.94,1,0.216012799995951,1.31752782291733,0.983672778645996,1,0
114,121,2,3,1,1,0.8,1,0.153821724408772,1.35492892289767,0.921065614384133,1,0
115,120,2,2,1,1,0.94,2,0.0503460228792392,1.53509852290154,0.817594751482829,0,1
116,37,1,1,1,2,0.96,2,0.145241988706402,1.57992552290671,0.911961200006772,1,0
117,134,2,3,1,1,1.2,2,0.276192800025456,1.29440842289478,1.04354540002532,1,1
118,17,1,1,1,2,0.96,2,0.13357000000542,1.68547092290828,0.901268314337358,1,0
119,124,2,3,1,2,1.2,1,0.122185499989428,1.32382112287451,0.889944095746614,1,1
120,61,1,1,1,1,0.96,1,0.000996499962639064,1.4194412229117,0.768245999992359,1,0
121,82,2,1,1,1,1.12,2,0.0118799999472685,1.53039492288372,0.779614114377182,1,1
122,41,1,1,1,1,0.96,2,0.67216580582317,1.80666462291265,1.43941600580001,0,1
123,76,2,2,1,1,1.12,2,0.142992160050198,1.56100952293491,0.90969690005295,1,1
124,110,2,1,1,1,0.96,2,0.0804186786408536,1.34831872285577,0.847285000025295,0,1
125,98,2,1,1,1,1.12,2,0.164626787242014,1.23263731616316,0.931857922929339,1,1
126,66,2,1,1,2,0.96,2,0.264116199978162,1.2657562228851,1.03190182289109,1,0
127,26,2,1,1,2,0.96,2,0.13003999995999,1.46516822290141,0.897310100030154,1,0
128,136,2,3,1,1,0.8,1,0.0942675329279155,1.49559222289827,0.861506287241355,1,0
129,19,1,2,1,2,0.94,2,0.00426207011332735,1.4725796643761,0.771200899966061,1,0
130,94,2,1,1,2,0.96,2,0.175698732899036,1.46023742289981,0.942400700005237,1,0
131,6,2,1,1,1,0.96,1,0.311349700030405,1.57944702287205,1.07848899997771,1,0
132,16,2,2,1,2,0.94,2,0.0035055143525824,1.05456652288558,0.770740578707773,1,0
133,50,2,1,1,1,0.96,1,0.0898990999558009,1.37495282292366,0.857145899964962,1,0
134,30,2,1,1,1,0.96,1,0.0173723786720075,1.40195582289016,0.784238399995957,1,0
135,88,2,2,1,2,0.94,2,0.0237693999661133,1.27535132289631,0.791489578667097,1,0
136,126,2,3,1,1,1.2,2,0.000902400002814829,1.33594622294186,0.768238699994981,1,1
137,128,2,3,1,2,1.2,1,0.140427899954375,1.37523992289789,0.908085632952861,1,1
138,90,2,1,1,2,0.96,2,0.188646205759142,1.30633582291193,0.955890195735265,1,0
139,4,2,2,1,1,0.94,1,0.267313024320174,1.36839502293151,1.03419919998851,1,0
140,114,2,1,1,2,0.96,2,0.146572600002401,1.53148942289408,0.914149305783212,1,0
141,148,2,2,2,2,0.96,2,0.0113927000202239,1.09632792288903,0.779063805821352,1,0
142,199,1,2,2,1,0.96,1,0.380648941500112,1.61515452293679,1.14752080000471,1,0
