PresOrder,TrialNumber,Illusory_Fragmented,Fat_Thin,StimPresTime,StimPresLength,Response,RespScreenOnset_to_Resp,ExpStartOnset_to_Resp,StimOnset_to_Resp,Accuracy,StepLevel
1,181,1,1,275.549282250722,0.216989400938473,3,0.351910930081431,2.15000493122534,0.944888807465759,0,NaN
2,19,1,1,278.895922769703,0.198496283730492,3,0.266747653864513,1.70722747813124,0.819043073151988,0,NaN
3,417,3,1,281.852868641245,0.198359321520911,2,0.987063217131436,2.58240222932363,1.54629922554886,0,NaN
4,17,1,1,284.964401239566,0.198239333261881,3,0.470319733591168,2.2708436433004,1.03306144774251,0,NaN
5,237,2,5,288.28618399585,0.218210061981154,3,0.323180473169487,2.08516883664925,0.897601727363508,1,-4.66943776086196
6,426,3,1,291.565440572011,0.198282060790007,2,0.909818580679712,2.6134815295627,1.46121525864328,0,NaN
7,87,1,1,294.784669656228,0.19834761535094,3,0.47548215525967,2.13898854580293,1.03602106057406,0,NaN
8,148,1,2,297.9641852607,0.198340298991752,3,0.406121040057769,1.92655313826435,0.957514791478388,0,NaN
9,269,2,5,300.998758560503,0.19838009997693,3,0.26219980620408,2.044354391468,0.822257002559127,1,-4.66943776086196
10,275,2,3,304.295572638111,0.199098858911384,3,0.359091788384831,1.97946532646711,0.910361454385566,1,4.66943776086196
11,385,2,1,307.46251610696,0.199046473793715,3,0.419345502094075,1.92458181897018,0.971671357427113,1,4.66943776086196
12,8,1,2,310.482196522624,0.198280597518533,3,0.406729175670989,2.08854431122381,0.960285934947024,0,NaN
13,288,2,8,313.680347766945,0.198321861773366,3,0.372154705251887,2.02671582478251,0.923575380867987,1,-4.66943776086196
14,340,2,4,316.849701829176,0.198338250413144,3,0.572992515952137,2.13724783809084,1.13419955101017,1,4.66943776086196
15,435,3,1,319.929535285473,0.198347030041987,3,0.958632438212589,2.3292946065867,1.50964866559843,1,NaN
16,243,2,3,322.814489665059,0.198165877038264,3,0.608683169832148,2.01248024217784,1.15951473236419,1,4.66943776086196
17,40,1,2,325.732334582284,0.2163806800163,3,0.799715891216692,2.21445238090382,1.37740316728014,0,NaN
18,349,2,5,328.66223363704,0.198425168737231,3,0.576718590365999,1.96467867583306,1.1279426022993,1,-4.66943776086196
19,312,2,8,331.583016803332,0.198361370101338,3,0.246565921403089,1.84370973259865,0.807066196352025,1,-4.66943776086196
20,28,1,2,334.694337519948,0.199051741570656,1,0.528535695482788,2.28455537472837,1.08073190496543,0,NaN
