PresOrder,TrialNumber,Illusory_Fragmented,Fat_Thin,StimPresTime,StimPresLength,Response,RespScreenOnset_to_Resp,ExpStartOnset_to_Resp,StimOnset_to_Resp,Accuracy,StepLevel
1,441,3,1,199.876264595767,0.21787292424051,NaN,NaN,NaN,NaN,0,-4.28948128636153
2,26,1,2,203.279553620267,0.198522915270587,NaN,NaN,NaN,NaN,0,-4.28948128636153
3,433,3,1,206.27961537032,0.198660170131916,NaN,NaN,NaN,NaN,0,-4.28948128636153
4,10,1,2,209.496157010197,0.19873567493778,1,0.440365981748982,2.04523206168233,0.992550485059837,0,-4.28948128636153
5,220,2,4,212.621137658432,0.198565642796893,3,0.322156768464993,1.86402725664993,0.87645218716716,1,3.72460430190767
6,142,1,2,215.680760702149,0.19865987747653,1,0.551059540222923,2.3166472588091,1.11188232019776,0,-4.28948128636153
7,85,1,1,218.961875340394,0.19935551672279,NaN,NaN,NaN,NaN,0,4.28948128636153
8,204,2,4,221.881775276039,0.198730114507271,3,0.258568259125241,1.73951573324121,0.820623698969939,1,3.72460430190767
9,201,2,1,224.876635388753,0.19946731066193,3,0.459472209695377,1.84840215147597,1.01240883453102,1,3.72460430190767
10,224,2,8,227.779432607716,0.198547205576688,3,0.376072175571608,1.89759206977214,0.928407103188874,1,-3.72460430190767
11,375,2,7,230.816011174711,0.198635001863295,3,0.190765528017437,1.80540187140832,0.770514553552857,1,-3.72460430190767
12,159,1,1,233.946903439595,0.198647585997605,1,0.504667396937293,2.14628353927947,1.09371434190325,1,4.28948128636153
13,356,2,4,237.103124933239,0.198658706858623,3,0.241349944000831,1.73398807902049,0.798086392131154,1,3.72460430190767
14,316,2,4,240.111715799909,0.198451800277326,3,0.413756390473281,2.08531428583046,0.965721988375662,1,3.72460430190767
15,270,2,6,243.29773184146,0.22189955460999,3,0.44867677826187,1.96307317440187,1.02721275176737,1,-3.72460430190767
16,208,2,8,246.327069556024,0.199089201320021,3,0.325423960952321,1.79758566064083,0.878135534640023,1,-3.72460430190767
17,60,1,2,249.313167013999,0.198665145255291,1,0.154631795541718,1.8039722552021,0.718223085097634,0,-4.28948128636153
18,77,1,1,252.477601264969,0.199280304570493,1,0.333277924120921,1.85585488561446,0.887035444238791,1,4.28948128636153
19,272,2,8,255.530961799543,0.198618613223516,3,0.331609502018182,1.74592076502267,0.892417063969333,1,-3.72460430190767
20,90,1,2,258.459974989764,0.199275036793551,1,0.619595662979918,2.05676381130797,1.17146029515425,0,-4.28948128636153
21,84,1,2,261.411723028468,0.198439216143015,1,0.735113042110243,2.47299810564982,1.28728525394035,0,-4.28948128636153
22,373,2,5,264.663804019958,0.198519988727639,3,0.204540180116965,1.86893799562858,0.783192630029589,1,-3.72460430190767
