PresOrder,TrialNumber,Illusory_Fragmented,Fat_Thin,StimPresTime,StimPresLength,Response,RespScreenOnset_to_Resp,ExpStartOnset_to_Resp,StimOnset_to_Resp,Accuracy,StepLevel
336,339,2,3,1303.00881174329,0.198882889853849,3,0.0526969172951794,1.49262854214794,0.603295082779368,1,2.9926844162543
337,265,2,1,1305.95744258685,0.198279734657262,3,0.0290266608644743,1.72003151273748,0.58003307549734,1,2.9926844162543
338,100,1,2,1309.15679752393,0.198285002390548,2,0.357576796932335,2.03238952178071,0.908578821790798,1,-3.75
339,90,1,2,1333.94863464803,0.198309292482008,2,0.310866070572956,1.97631540363545,0.861939502450696,1,-3.75
340,221,2,5,1337.1230559512,0.198808263663523,3,0.229491040612629,1.9538649195747,0.780312206707094,1,-2.9926844162543
341,328,2,8,1340.35604154601,0.199035946703589,3,0.239122501376187,1.69712068752051,0.790072434227113,1,-2.9926844162543
342,133,1,1,1343.32209658034,0.19866837614245,1,0.866912533132563,2.25864646823538,1.41753937848443,1,3.75
343,398,2,6,1346.22225493418,0.198256029869299,3,0.472428257162392,2.03039831947717,1.0234013094996,1,-2.9926844162543
344,47,1,1,1349.28882383566,0.19826539472524,1,0.597315330180209,1.97190982464053,1.14832818315153,1,3.75
345,19,1,1,1352.17204994628,0.198323632417669,1,0.188599108407288,1.89656810254201,0.739616058503088,1,3.75
346,333,2,5,1355.38888204409,0.198311926347742,3,0.296805033376586,1.88786259182416,0.847892512536419,1,-2.9926844162543
347,39,1,1,1358.48867540271,0.198737441947742,1,0.745881146527609,2.40385937382598,1.29670143466683,1,3.75
348,5,1,1,1361.65519569474,0.198930006781666,1,0.45292594653074,2.07761211414254,1.00364234331028,1,3.75
349,175,1,1,1364.78820473095,0.198253981307062,1,0.353988886843581,1.72858425925915,0.904976571766383,1,3.75
350,109,1,1,1367.67102142181,0.198316316122146,1,0.194624807325454,1.66966615169804,0.745671022592433,1,3.75
351,148,1,2,1370.6544151926,0.198246665013357,2,0.589057576591586,2.01395597523151,1.14004204234698,1,-3.75
352,230,2,6,1373.58788140933,0.198258371083284,3,0.19905848088456,1.84036843680951,0.750045873157433,1,-2.9926844162543
353,366,2,6,1376.73740009968,0.198398843907853,3,0.0864800465660664,1.59482457138984,0.63751572637193,1,-2.9926844162543
354,379,2,3,1379.75429371287,0.198755586356128,3,0.337988154044069,1.94615881448044,0.888852925245374,1,2.9926844162543
355,421,3,1,1382.87079368024,0.198709054731808,3,0.505554675974054,2.01342539766301,1.05586984724505,1,-3.75
356,374,2,6,1385.88723075676,0.198360213880733,3,0.452199877612657,2.07701890910539,1.00321448649447,1,-2.9926844162543
357,66,1,2,1389.02090469767,0.198243445845947,1,0.657511447803699,2.41510597943125,1.20846898960008,0,-3.75
358,302,2,6,1392.28713435728,0.198477274570905,3,0.236346407158635,1.66107799431666,0.787186010311416,1,-2.9926844162543
359,385,2,1,1395.22053472737,0.198273881624118,3,0.257773488152452,1.81568823929229,0.808909547498843,1,2.9926844162543
360,401,3,1,1398.28703690426,0.198608382539533,3,0.460539866335239,1.88520707011412,1.01152725860447,1,-3.75
361,41,1,1,1401.21979461117,0.199142764580756,2,0.854377967305481,2.4963168317754,1.40510548484963,0,3.75
362,50,1,2,1404.37044557102,0.198487517380272,2,0.496645479657673,2.13751148292249,1.04728461638297,1,-3.75
363,65,1,1,1407.51984485947,0.198346459250388,1,0.339218754526883,1.9638897042496,0.890274627299732,1,3.75
364,418,3,1,1410.65285448098,0.198498638144883,3,0.615403547701135,2.20704758019383,1.16619896044176,1,-3.75
365,156,1,2,1413.75305257693,0.198270662454888,2,0.660101122875858,2.23470755752533,1.2109808193145,1,-3.75
366,153,1,1,1416.83609542904,0.198584385099821,1,0.281357412328362,2.03952700458285,0.832247058922803,1,3.75
367,107,1,1,1420.10284132629,0.198772560153884,1,0.183594178688509,1.7250343938922,0.734579522397325,1,3.75
368,310,2,6,1423.15271093531,0.198802995933875,3,0.404702796082347,2.16281210208581,0.955401341107063,1,-2.9926844162543
369,257,2,1,1426.4191249655,0.198299049670823,3,0.355081941017488,2.09640913412841,0.906033044475407,1,2.9926844162543
370,295,2,7,1429.66901734283,0.198268906544399,3,0.102403519313157,1.51044576417371,0.653407592730218,1,-2.9926844162543
371,370,2,2,1432.58539913744,0.198323047112353,3,0.283385488746717,1.85824535978645,0.834436386441666,1,2.9926844162543
372,430,3,1,1435.66854207644,0.198300220277815,3,0.434553856841376,1.9429311586573,0.985699281041889,1,-3.75
373,71,1,1,1438.68528204749,0.198585555704994,1,0.27529425398825,1.9502761315307,0.82631764242069,1,3.75
374,179,1,1,1441.86896402169,0.199028923063452,1,0.32542256713532,1.96664531284478,0.876141890430517,1,3.75
375,277,2,5,1445.01863401298,0.19824783562035,3,0.342420949647931,2.01681225601897,0.893303279952306,1,-2.9926844162543
376,122,1,2,1448.20144768953,0.198332119316547,2,0.427038853320482,1.80190726978981,0.978071606607045,1,-3.75
377,314,2,2,1451.0851329707,0.198277100793348,3,0.250554648171601,1.95832024936317,0.8017182167805,1,2.9926844162543
378,166,1,2,1454.30149565515,0.198273881624118,2,1.47988912011715,2.83776529975876,2.03087563443114,1,-3.75
379,89,1,1,1457.16925453705,0.198431035596514,1,0.51736024636557,1.87410005937818,1.0683438341639,1,3.75
380,11,1,1,1460.03445066785,0.198839870050506,1,0.346768583603989,2.10461333245075,0.897341581039655,1,3.75
381,105,1,1,1463.3006024821,0.198720760801734,1,0.29411029633593,1.70242002486884,0.844480778781872,1,3.75
382,214,2,6,1466.21717245176,0.198353190240596,3,0.314760972318254,1.68984858492695,0.86573519526064,1,-2.9926844162543
383,190,1,2,1469.10048928441,0.19822354552889,1,0.941333280265098,2.3664283408616,1.4923991031992,0,-3.75
384,147,1,1,1472.03393501552,0.198283539129989,3,0.536057179464478,1.96088182986932,1.08709871230349,0,3.75
385,424,3,1,1474.96749429549,0.198265102071673,NaN,NaN,NaN,NaN,0,-3.75
386,306,2,2,1478.10022823908,0.198432206205325,1,0.927693076240757,2.50271536898617,1.47883967104826,0,2.9926844162543
387,404,3,1,1481.18396672433,0.199111158195592,3,0.415370536584305,2.10668355071903,0.9660933717023,1,-3.75
388,390,2,6,1484.38422068749,0.198299927627886,NaN,NaN,NaN,NaN,0,-2.9926844162543
