PresOrder,TrialNumber,Illusory_Fragmented,Fat_Thin,StimPresTime,StimPresLength,Response,RespScreenOnset_to_Resp,ExpStartOnset_to_Resp,StimOnset_to_Resp,Accuracy,StepLevel
1,247,2,7,219.576137671602,0.198366345224713,2,0.958085467344063,2.81168545165747,1.5088579137082,0,-1.24888681560978
2,235,2,3,222.950663754562,0.198249868817584,3,0.558466034981393,2.02111325106307,1.11740382867902,1,1.24888681560978
3,104,1,2,225.93064444523,0.198331226709342,NaN,NaN,NaN,NaN,0,-9.75
4,329,2,1,229.100737752198,0.198348785967028,2,0.862911073189025,2.37531976139326,1.42336949857417,0,1.24888681560978
5,375,2,7,232.134167651691,0.198326251587787,2,0.673619352173773,2.08569327313671,1.23273800622337,0,-1.24888681560978
6,64,1,2,235.063978324852,0.198238162645794,2,0.419570845897397,2.1395615629026,0.970630971427454,1,-9.75
7,419,3,1,238.298692040184,0.19822674912939,3,0.633348951318112,2.28089368425753,1.19562037002652,1,-9.75
8,374,2,6,241.462824857235,0.198806204622088,3,0.662413912083139,2.14899410330872,1.21408890427483,1,-1.24888681560978
9,102,1,2,244.464135363145,0.198397951888182,2,0.394860288306518,1.94801289200586,0.946450118100984,1,-9.75
10,87,1,1,247.531814301488,0.198318935228599,1,0.321884892629896,1.93602372372698,0.883918383400669,1,9.75
11,225,2,1,250.662154327727,0.198440972068056,1,0.425829843186875,2.02955076688704,0.977159795971602,0,1.24888681560978
12,382,2,6,253.780820081703,0.198450922314805,3,0.456805543808514,1.85503106378928,1.01958764425399,1,-1.24888681560978
13,74,1,2,256.695020282405,0.1989539950373,2,0.40978770565016,1.81238899257005,0.960781983967536,1,-9.75
14,345,2,1,259.612967043322,0.198294644924317,3,0.576107528209832,2.2631052785764,1.12795577174256,1,1.24888681560978
15,45,1,1,262.814474739691,0.198341176956092,1,0.382742937446892,1.79720199086842,0.945789304714708,1,9.75
16,170,1,2,265.744948860125,0.19878162166242,2,0.234024514480552,1.95439158490262,0.785908754489355,1,-9.75
17,82,1,2,268.980998542289,0.198338835722097,2,0.309968595269311,1.77435008067005,0.872440189512417,1,-9.75
18,132,1,2,271.961405044951,0.199014574476678,2,0.359800304418968,1.9299356365409,0.911123233501712,1,-9.75
19,312,2,8,275.046455063957,0.198240503881607,3,0.762506946881331,2.16489869332872,1.31296830173596,1,-1.24888681560978
20,343,2,7,277.963825881234,0.198229383016951,3,0.496643986933123,2.21548164603882,1.04685453706225,1,-1.24888681560978
21,120,1,2,281.19715504912,0.198312789489137,2,0.282243405839836,1.73437877249671,0.832714710941218,1,-9.75
22,164,1,2,284.163951956702,0.198275037086205,2,0.296155898109646,1.72713879802723,0.858526819278268,1,-9.75
23,131,1,1,287.110196631491,0.199145683596726,1,0.218230840435353,1.60518595107169,0.769595619081883,1,9.75
24,272,2,8,290.012228266834,0.198170852159819,3,0.544243036511034,2.03102779308392,1.09600406906429,1,-1.24888681560978
25,314,2,2,293.013866838201,0.198208019255617,3,0.499340210903028,2.01343019800152,1.0613798474169,1,1.24888681560978
26,433,3,1,296.0439437975,0.198984723738249,3,0.627156971859222,2.06322883721623,1.17823055948793,1,-9.75
