Time,Percept
0.00699170000007143,0
0.0138656000001447,0
0.0208787999999913,0
0.0278478000000177,0
0.0417738000001009,0
0.0486766999999872,0
0.055652800000189,0
0.0625902000001588,0
0.0694872999999916,0
0.0765049999999974,0
0.0834658000001127,0
0.0902660000001561,0
0.0972684000000754,0
0.104243700000097,0
0.111157100000128,0
0.118081900000107,0
0.125051500000154,0
0.131928000000016,0
0.13891220000005,0
0.145878100000118,0
0.152925200000027,0
0.15979470000002,0
0.166786400000092,0
0.173712100000103,0
0.180654600000025,0
0.187492200000179,0
0.194562200000064,0
0.201491300000043,0
0.208375100000012,0
0.215309400000024,0
0.222271800000044,0
0.229140300000154,0
0.236143800000036,0
0.243083500000012,0
0.249976000000061,0
0.256994700000178,0
0.263936600000079,0
0.270834700000023,0
0.277881200000138,0
0.284811700000091,0
0.291656699999976,0
0.298630600000024,0
0.305675400000155,0
0.312626399999999,0
0.319457700000157,0
0.32648979999999,0
0.333450700000185,0
0.340319399999998,0
0.347201199999972,0
0.354150000000118,0
0.361091700000088,0
0.368063399999983,0
0.375050600000122,0
0.381923600000164,0
0.388939200000095,0
0.395883700000013,0
0.402865900000052,0
0.409830400000146,0
0.41674120000016,0
0.423714600000039,0
0.430657300000121,0
0.437601300000097,0
0.444546599999967,0
0.451489300000048,0
0.458375600000181,0
0.46536500000002,0
0.47227450000014,0
0.479142200000069,0
0.486186700000189,0
0.493104399999993,0
0.499984799999993,0
0.506996000000072,0
0.513943500000096,0
0.520884300000034,0
0.527880000000096,0
0.534876000000168,0
0.541775900000175,0
0.548696100000143,0
0.555668299999979,0
0.562515300000086,0
0.569470900000169,0
0.57644490000007,0
0.583399600000121,0
0.590311800000109,0
0.597277000000076,0
0.604217400000152,0
0.611162100000001,0
0.618092500000103,0
0.625031499999977,0
0.632043000000067,0
0.638922100000173,0
0.645869300000186,0
0.652821399999993,0
0.659762200000159,0
0.666682900000069,0
0.673713500000076,0
0.680700800000068,0
0.687602100000049,0
0.694431699999996,0
0.701522100000147,0
0.708374800000001,0
0.715379299999995,0
0.722275700000182,0
0.729149200000165,0
0.736161799999991,0
0.743121500000143,0
0.750011000000086,0
0.756946299999981,0
0.763863000000129,0
0.770826500000112,0
0.777852000000166,0
0.784832900000083,0
0.791779099999985,0
0.798704799999996,0
0.805644600000051,0
0.812605200000007,0
0.819455300000072,0
0.826493300000038,0
0.833315000000084,0
0.840386300000091,0
0.847279200000003,0
0.854222700000037,0
0.861166099999991,0
0.868056000000024,0
0.875058600000102,0
0.881931500000064,0
0.888910699999997,0
0.89588690000005,0
0.902869900000042,0
0.90983540000002,0
0.916696000000002,0
0.923716900000045,0
0.930641000000151,0
0.937608000000182,0
0.944528600000012,0
0.951482400000032,0
0.958366000000069,0
0.965276900000163,0
0.972207000000026,0
0.979144399999996,0
0.986169799999971,0
0.993112999999994,0
1.0000387,0
1.0069982,0
1.01392890000011,0
1.02087460000007,0
1.02781900000014,0
1.03482810000014,0
1.04176140000004,0
1.04869870000016,0
1.05565460000003,0
1.06257900000014,0
1.0694876,0
1.07640230000015,0
1.08334420000006,0
1.09030330000019,0
1.09724400000005,0
1.10419180000008,0
1.11114300000008,0
1.11802720000014,0
1.12503720000018,0
1.13196390000007,0
1.13892540000006,0
1.14583570000013,0
1.1528859,0
1.15981899999997,0
1.16672040000003,0
1.17367209999998,0
1.18066429999999,0
1.18760650000013,0
1.19455200000016,0
1.2015007,0
1.20843350000018,0
1.21535030000018,0
1.22228059999998,0
1.22914970000011,0
1.23610880000001,0
1.24310950000017,0
1.25005570000008,0
1.25699910000003,0
1.26394570000002,0
1.27088630000003,0
1.27783690000001,0
1.28477050000015,0
1.29171360000009,0
1.29868290000013,0
1.30559140000014,0
1.31256280000002,0
1.31946760000005,0
1.32646290000002,0
1.33332880000012,0
1.34035260000019,0
1.34720349999998,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
