Time,Percept
0.0175664609996602,0
0.034422300002916,0
0.0502330660019652,0
0.066394035002304,0
0.0833358240015514,0
0.0993765269995492,0
0.116407052999421,0
0.133309135002492,0
0.149991007001518,0
0.166614827001467,0
0.183141523000813,0
0.199840356002824,0
0.216503170002397,0
0.233261606001179,0
0.249375444000179,0
0.266566472000704,0
0.283140930001537,0
0.299383732999559,0
0.316411339001206,0
0.333582749000925,0
0.349941243002831,0
0.36641618500289,0
0.383570889000111,0
0.400002163001773,0
0.416400387999602,0
0.433600550000847,0
0.449612634001824,0
0.466637926001567,0
0.483289955001965,0
0.49992533400291,0
0.516271013002552,0
0.533127566002804,0
0.549990020001133,0
0.566637457002798,0
0.583620956000232,0
0.600532030002796,0
0.616440308000165,0
0.633688109999639,0
0.649999860001117,0
0.666487024001981,0
0.683606655002222,0
0.700572498000838,0
0.71651899599965,0
0.733625806002237,0
0.750026603000151,0
0.766646396001306,0
0.783148716000142,0
0.800747184999636,0
0.816491172001406,0
0.833310980000533,0
0.850017303000641,0
0.866663728000276,0
0.883352510001714,0
0.89993410399984,0
0.916752303000976,0
0.933648176000133,0
0.949995707000198,0
0.966665781001211,0
0.983570586002315,0
1.00051962400175,0
1.01756118599951,0
1.03365029999986,0
1.05072675799966,0
1.06763041900194,0
1.08362592900085,0
1.1004574260005,0
1.1174478009998,0
1.13427635600237,0
1.15102556599959,0
1.16743311100072,0
1.18350396599999,0
1.20093990399982,0
1.21684149200155,0
1.23452053599976,0
1.25105145600173,0
1.26767956600088,0
1.28367543200147,0
1.3006934460027,0
1.31774820000282,0
1.33370568300234,0
1.35060644700206,0
1.36781205599982,0
1.38365674799934,0
1.40062330000001,0
1.41774079000243,0
1.43363821499952,0
1.45064415600064,0
1.46768320000047,0
1.48421657600193,0
1.50102674800291,0
1.51771546999953,0
1.53439231000084,0
1.55102740599978,0
1.56774946600126,0
1.58437400500043,0
1.60091158300202,0
1.61757665600089,0
1.6347412340001,0
1.65139172300042,0
1.66745401200023,0
1.68472536500121,0
1.70106058100282,0
1.71769910300281,0
1.73451482900055,0
1.75091209500169,0
1.76740866399996,0
1.78469562900136,0
1.80161287200099,0
1.81758357199942,0
1.8343680729995,0
1.8516954250008,0
1.86809710300076,0
1.8840701299996,0
1.90106738800023,0
1.91770191000251,0
1.9342325409998,0
1.95131046200186,0
1.9676262560024,0
1.98442703600085,0
2.0016164760018,0
2.01741066700197,0
2.0350928150001,0
2.05147885599945,0
2.06811259599999,0
2.0847681760024,0
2.10174881000057,0
2.11764857300295,0
2.13442326100267,0
2.15159584700086,0
2.16764993400284,0
2.18526808200113,0
2.20109559400225,0
2.21796586500204,0
2.23525668000002,0
2.25139479900099,0
2.26872992900098,0
2.28470917300001,0
2.30119754000043,0
2.31837598700076,0
2.33541835900178,0
2.35117734999949,0
2.36860276300285,0
2.38538980900194,0
2.4018528609995,0
2.4187776180006,0
2.43467190500087,0
2.45211145900248,0
2.46788435599956,0
2.48492370100212,0
2.50184835700202,0
2.51881383600266,0
2.53537861500081,0
2.55220790699968,0
2.56793171400204,0
2.58483649700065,0
2.60215977600092,0
2.6183293130016,0
2.63542249100283,0
2.65142208100224,0
2.66825222999978,0
2.68556103000083,0
2.70197890300187,0
2.71836226000232,0
2.73524170500241,0
2.75245600400012,0
2.76816151400271,0
2.78573972800223,0
2.80163205000281,0
2.81876839500183,0
2.83478150300289,0
2.85185109800295,0
2.86841211000137,0
2.8857279540025,0
2.90200022000136,0
2.91841243499948,0
2.93517154100118,0
2.95221975700042,0
2.96825680600159,0
2.98530287200265,0
3.00234164100038,0
3.01937275300224,0
3.03594362300282,0
3.05299502500202,0
3.06938666600036,0
3.08585979599957,0
3.10210134999943,0
3.11937893300274,0
3.13545935100046,0
3.15215301900025,0
3.16911050300041,0
3.18590186000074,0
3.20222361600099,0
3.21935436599961,0
3.23556833000112,0
3.25277204600206,0
3.26919194199945,0
3.28638617999968,0
3.30230340300113,0
3.31947620900246,0
3.33614474500064,0
3.35266330000013,0
3.36963112500234,0
3.38631143600287,0
3.40284441800031,0
3.41989230599938,0
3.43575940600203,0
3.45313588800127,0
3.46914080300121,0
3.48646771600033,0
3.5033648460012,0
3.51917355600017,0
3.53586024300239,0
3.55288677300268,0
3.56918246600253,0
3.58590093800012,0
3.60281760300131,0
3.61925150400202,0
3.63640208099969,0
3.65333721800198,0
3.66931123600079,0
3.68627809400277,0
3.70264328900157,0
3.71925913000086,0
3.73638363300051,0
3.75292083000022,0
3.7692332100014,0
3.78685630600012,0
3.80271242200251,0
3.81973686600031,0
3.83610003600188,0
3.85284258500178,0
3.86937588900037,0
3.88611982000293,0
3.9033031479994,0
3.92007729400211,0
3.93611328500265,0
3.95274921900273,0
3.97029312300219,0
3.98686060800173,0
4.00330141900122,0
4.0204463120026,0
4.03709779600104,0
4.05343454400281,0
4.07043902900114,0
4.08715892200053,0
4.10341083000094,0
4.12036386800173,0
4.1363883160011,0
4.15295933300149,0
4.17026965700279,0
4.18626416000188,0
