CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
10,4,0,0
12,1,1,0.0519076976925135
14,3,0,0
20,2,1,0.0295072374865413
24,4,0,0
48,1,1,0.0488887084648013
60,3,0,0
76,2,1,0.0150717049837112
80,2,1,0.0456735482439399
84,2,1,0.0486289337277412
86,1,1,0.00110976304858923
92,4,0,0
96,3,0,0
104,3,0,0
110,4,0,0
116,1,1,0.012261969037354
118,1,1,0.0289669847115874
122,3,0,0
124,2,1,0.0704425284639001
