CatchTime,CatchType,Accuracy,ResponseTime
12,3,0,0
20,3,0,0
22,2,1,0.106943960301578
28,2,1,0.0903666680678725
30,3,0,0
40,2,1,0.00677786581218243
42,2,1,0.101305675692856
56,4,0,0
60,4,0,0
64,4,0,0
68,1,1,0.0154218273237348
72,1,1,0.0676019648090005
78,4,0,0
86,3,0,0
90,4,0,0
96,1,1,0.00677518825978041
100,1,1,0.0785015756264329
110,1,1,0.0976216727867723
114,3,0,0
118,2,1,0.0203670030459762
