CatchTime,CatchType,Accuracy,ResponseTime
8,4,0,0
12,2,0,0
18,4,0,0
28,2,0,0
32,2,1,0.0114420102909207
38,1,1,0.0790490219369531
40,3,0,0
42,1,1,0.025983183644712
44,3,1,0.0732888812199235
48,3,0,0
62,2,1,0.060652719810605
70,1,1,0.0587041079998016
72,4,0,0
74,2,1,0.0980403460562229
84,4,0,0
86,3,0,0
96,3,0,0
106,4,0,0
112,1,1,0.0232667922973633
114,1,1,0.0641981363296509
