CatchTime,CatchType,Accuracy,ResponseTime
10,3,0,0
12,3,0,0
20,4,0,0
22,2,1,0.0771460682153702
34,4,0,0
36,2,1,0.026319956406951
38,3,0,0
50,4,0,0
56,1,1,0.0773167125880718
60,1,1,0.0124754905700684
66,2,1,0.0512484069913626
82,2,1,0.00400702562183142
84,4,0,0
98,1,1,0.00111708510667086
104,2,1,0.0790469665080309
108,3,0,0
110,4,0,0
114,3,0,0
118,1,1,0.0595950223505497
124,1,1,0.0260701645165682
