CatchTime,CatchType,Accuracy,ResponseTime
4,4,0,0
6,1,1,0.050666400231421
16,1,1,0.0508814612403512
20,4,0,0
32,1,1,0.0507987020537257
36,2,1,0.00667284801602364
48,2,1,0.0959821180440485
50,2,1,0.0240756743587554
52,1,1,0.0240947497077286
58,3,0,0
60,4,0,0
62,3,0,0
78,4,0,0
94,2,1,0.0151903326623142
96,1,1,0.00559325003996491
98,3,0,0
100,2,1,0.00609505129978061
104,4,0,0
110,3,0,0
112,3,0,0
