CatchTime,CatchType,Accuracy,ResponseTime
2,3,0,0
6,1,1,0.0730659830151126
20,3,0,0
28,1,1,0.0228446729888674
30,2,1,0.11217739499989
32,4,0,0
42,2,1,0.00610247300937772
52,4,0,0
56,2,1,0.00561125602689572
62,1,1,0.0413273840094917
64,4,0,0
78,3,0,0
92,3,0,0
96,4,0,0
100,1,1,0.0850050750013907
104,4,0,0
108,1,1,0.0158457970246673
112,2,1,0.0500984889804386
120,3,0,0
126,2,1,0.0773239370028023
