CatchTime,CatchType,Accuracy,ResponseTime
10,4,0,0
12,3,0,0
18,4,0,0
24,3,0,0
26,1,1,0.0564400010043755
30,3,0,0
46,4,0,0
52,2,1,0.0125867209862918
54,2,1,0.0844439209904522
58,2,1,0.00106797902844846
62,1,1,0.0010698459809646
66,4,0,0
70,4,0,0
80,2,1,0.0743225769838318
82,2,0,0
84,3,0,0
92,4,0,0
94,1,1,0.103646471980028
98,2,1,0.0900887380121276
100,4,0,0
104,3,0,0
124,1,1,0.0174914140952751
126,4,0,0
128,1,1,0.0387644179863855
132,2,1,0.0926938249031082
146,3,0,0
148,1,1,0.0687114169122651
158,3,0,0
168,3,0,0
176,4,0,0
178,2,1,0.00661948404740542
182,3,0,0
184,4,0,0
192,1,1,0.00117920502088964
198,2,1,0.00119862298015505
200,1,1,0.0925192469730973
210,1,1,0.0901150660356507
212,3,0,0
226,1,1,0.111340580042452
236,2,1,0.0974250310100615
