CatchTime,CatchType,Accuracy,ResponseTime
4,3,0,0
10,1,1,0.093617872800678
16,2,1,0.0224170107394457
22,1,1,0.0687334551475942
32,3,0,0
36,4,0,0
38,4,0,0
66,4,0,0
76,4,0,0
80,3,0,0
96,1,1,0.00610444275662303
102,2,1,0.0411319960840046
108,4,0,0
110,3,0,0
112,3,0,0
114,3,0,0
116,2,0,0
124,1,1,0.0942428181879222
136,4,0,0
138,4,0,0
142,4,0,0
144,1,1,0.0415353840216994
150,2,1,0.0783534576185048
152,1,1,0.0998499123379588
154,4,0,0
158,4,0,0
160,3,0,0
166,1,1,0.0039733131416142
172,1,1,0.0227575032040477
176,3,0,0
178,2,1,0.0322390613146126
190,2,1,0.0137774352915585
192,2,0,0
198,2,1,0.0145803517661989
200,1,1,0.0780093637295067
206,2,1,0.0147539032623172
236,3,0,0
238,3,0,0
242,1,1,0.0922072241082788
244,2,1,0.0149276233278215
