CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
6,1,1,0.0977386409995233
10,2,1,0.0321878520007886
12,4,0,0
14,3,0,0
18,2,1,0.00288471299973025
20,4,0,0
24,1,1,0.0476411969993933
26,2,1,0.00292457199975615
30,3,0,0
34,2,1,0.0359738620009011
36,3,0,0
38,1,1,0.115167440000732
40,1,1,0.108372914000938
44,1,1,0.0474307820004469
46,2,1,0.0965490420003334
48,4,0,0
52,3,0,0
56,4,0,0
58,3,0,0
