CatchTime,CatchType,Accuracy,ResponseTime
14,3,0,0
26,3,0,0
30,1,1,0.0961090428754687
38,1,1,0.00616864394396544
44,1,1,0.0158106661401689
54,4,0,0
60,4,0,0
62,4,0,0
70,3,0,0
72,2,1,0.0852066031657159
78,3,0,0
84,3,0,0
90,3,0,0
102,4,0,0
106,2,1,0.0413577458821237
118,1,1,0.031068307813257
120,3,0,0
124,4,0,0
132,4,0,0
138,1,1,0.0938067920506001
142,4,0,0
144,4,0,0
152,1,1,0.00408519059419632
172,3,0,0
174,1,1,0.101409534923732
180,2,1,0.0240092040039599
184,2,1,0.03255481319502
188,2,1,0.0150407571345568
198,4,0,0
208,1,1,0.00608972506597638
210,3,0,0
212,2,1,0.00606596283614635
228,2,1,0.0848251087591052
232,1,1,0.023860998917371
234,2,1,0.0240575610660017
236,4,0,0
240,1,1,0.00611035991460085
242,2,1,0.0674433480016887
246,2,1,0.00404107803478837
248,3,0,0
