CatchTime,CatchType,Accuracy,ResponseTime
2,3,0,0
6,2,1,0.0178796059917659
8,2,1,0.0971367750316858
16,1,1,0.00620917580090463
24,4,0,0
28,3,0,0
30,2,1,0.0702986400574446
32,1,1,0.0239002399612218
36,3,0,0
40,3,0,0
44,4,0,0
54,4,0,0
58,4,0,0
60,2,1,0.0329171800985932
62,3,0,0
64,1,1,0.0674277001526207
68,4,0,0
70,2,1,0.0760023118928075
74,2,1,0.0412323880009353
76,1,1,0.0935725069139153
102,3,0,0
106,3,0,0
108,1,1,0.00634303386323154
112,4,0,0
118,4,0,0
128,1,1,0.0751158078201115
134,3,0,0
136,1,1,0.0419286489486694
150,3,0,0
152,1,1,0.103397731902078
154,4,0,0
168,2,1,0.0843399669975042
172,4,0,0
182,2,1,0.0675971901509911
196,1,1,0.0867949042003602
218,2,1,0.0666108489967883
230,3,0,0
232,4,0,0
242,2,1,0.0149015299975872
248,1,1,0.0403332239948213
