CatchTime,CatchType,Accuracy,ResponseTime
2,3,0,0
4,3,0,0
12,4,0,0
16,4,0,0
22,1,1,0.0423264880664647
32,3,0,0
34,4,0,0
46,1,1,0.0148753630928695
50,4,0,0
52,1,1,0.0500325141474605
54,3,0,0
56,2,1,0.118152083363384
60,3,0,0
66,2,1,0.0837864726781845
76,4,0,0
78,1,1,0.0992560721933842
82,1,1,0.00646253582090139
92,2,1,0.00611486611887813
100,2,1,0.00612274883314967
102,3,0,0
112,1,1,0.102268746122718
116,2,1,0.0327673959545791
120,2,1,0.0403190399520099
126,4,0,0
134,4,0,0
144,2,1,0.0683089648373425
150,1,1,0.023948960006237
152,1,1,0.0148362112231553
154,4,0,0
162,4,0,0
184,2,1,0.102659163996577
206,1,1,0.00613305019214749
208,3,0,0
212,3,0,0
228,3,0,0
232,2,1,0.0491322642192245
238,3,0,0
242,4,0,0
244,2,1,0.0149495149962604
248,1,1,0.111827620770782
