CatchTime,CatchType,Accuracy,ResponseTime
4,3,0,0
10,1,1,0.0945858299965039
14,3,0,0
22,2,1,0.0849496650043875
32,3,0,0
36,3,0,0
44,4,0,0
50,2,1,0.0853558119852096
54,4,0,0
60,1,1,0.00624775496544316
68,4,0,0
70,3,0,0
76,2,0,0
78,1,1,0.0596768660470843
82,2,1,0.103795611998066
84,4,0,0
98,3,0,0
100,3,0,0
102,2,1,0.102368302003015
108,3,0,0
112,4,0,0
124,2,1,0.031535112997517
128,4,0,0
136,1,0,0
138,1,1,0.0291203680098988
150,1,1,0.0949968350469135
154,4,0,0
166,1,0,0
174,3,1,0.0797278039972298
178,2,1,0.111869903979823
180,4,0,0
184,2,0,0
188,2,0,0
206,3,0,0
210,1,0,0
216,1,0,0
218,4,0,0
222,4,0,0
236,2,1,0.0149088859907351
246,1,1,0.00402669905452058
