CatchTime,CatchType,Accuracy,ResponseTime
16,1,1,0.0601718570105731
26,4,0,0
34,3,0,0
36,4,0,0
46,4,0,0
58,4,0,0
70,1,1,0.00612771708983928
74,3,0,0
76,2,1,0.0238471541088074
82,2,1,0.0390050250571221
84,3,0,0
86,1,1,0.00611940899398178
88,4,0,0
102,3,0,0
108,4,0,0
120,1,1,0.110431179055013
128,3,0,0
142,2,1,0.0743889469886199
146,3,0,0
152,4,0,0
154,2,1,0.0313564169919118
158,2,1,0.0585873679956421
160,1,1,0.0668441109592095
162,3,0,0
174,2,1,0.040912328986451
176,2,1,0.109874172951095
178,1,1,0.0672418239992112
182,1,1,0.0321199420141056
186,3,0,0
190,1,1,0.0756130400113761
198,2,1,0.0832264039199799
200,4,0,0
202,3,0,0
204,2,1,0.00556719989981502
214,1,1,0.100028493092395
216,4,0,0
218,2,0,0
222,3,0,0
226,1,1,0.00605406507384032
246,4,0,0
