CatchTime,CatchType,Accuracy,ResponseTime
12,2,0,0
18,3,0,0
26,3,0,0
30,3,0,0
32,1,1,0.0525316569837742
36,2,1,0.00494279499980621
38,4,0,0
40,2,1,0.0241184220067225
46,1,1,0.0419108570204116
50,3,0,0
52,3,0,0
56,1,1,0.0766497260192409
58,4,0,0
60,1,1,0.0233613520103972
64,4,0,0
78,4,0,0
82,3,0,0
88,3,0,0
92,2,1,0.00641581098898314
94,3,0,0
100,3,0,0
108,1,1,0.00546597901848145
110,2,1,0.0133043820096646
118,1,1,0.0335885419917759
120,1,1,0.00616965800873004
130,4,0,0
132,1,1,0.049973912013229
136,4,0,0
142,4,0,0
152,4,0,0
154,4,0,0
164,2,1,0.00529216200811788
172,4,0,0
174,3,0,0
190,2,1,0.0152924550056923
202,2,1,0.024291944981087
212,1,1,0.0054422679822892
222,2,1,0.0669763739861082
224,1,1,0.00612879599793814
246,2,1,0.00436412100680172
