CatchTime,CatchType,Accuracy,ResponseTime
4,3,0,0
6,1,1,0.114287387114018
12,3,0,0
14,3,0,0
16,2,1,0.00148088997229934
30,4,0,0
32,1,1,0.0859352599363774
36,2,1,0.0778854889795184
42,4,0,0
44,1,1,0.0145828370004892
46,3,0,0
56,3,1,0.00149552803486586
62,2,1,0.0803507009986788
70,3,0,0
74,3,0,0
78,2,1,0.0516088879667222
94,3,0,0
96,3,0,0
110,1,1,0.0489546910393983
112,2,1,0.0861192701850086
118,4,0,0
136,4,0,0
144,2,1,0.0304593669716269
146,1,1,0.0966056468896568
148,1,1,0.0539727038703859
154,1,1,0.0302152819931507
158,4,0,0
170,2,1,0.0513980111572891
174,2,1,0.0752800470218062
178,2,1,0.105427996953949
190,3,0,0
200,1,1,0.0594392840284854
216,4,1,0.0342704649083316
218,4,0,0
220,1,1,0.0274759090971202
230,1,1,0.0250726428348571
236,4,0,0
240,4,0,0
242,2,1,0.061584047973156
246,4,0,0
