CatchTime,CatchType,Accuracy,ResponseTime
2,2,1,0.0330188432708383
4,2,1,0.0138012720271945
8,4,0,0
10,3,0,0
18,1,1,0.10714910691604
20,3,0,0
22,2,1,0.058867562096566
32,2,1,0.00616904022172093
36,2,1,0.00598314637318254
38,2,1,0.0415453021414578
40,4,0,0
42,3,0,0
46,1,1,0.00609254324808717
54,3,0,0
66,4,0,0
88,3,0,0
94,1,1,0.102417125832289
98,4,0,0
100,1,1,0.104761585127562
102,1,1,0.0420433217659593
110,4,0,0
116,4,0,0
126,2,1,0.0305585758760571
134,1,1,0.0506510697305202
142,1,1,0.033139131963253
144,3,0,0
160,1,1,0.0232823337428272
170,3,0,0
172,1,1,0.0239236229099333
174,3,0,0
176,3,0,0
188,2,1,0.0940644149668515
206,2,1,0.0946525409817696
214,4,0,0
216,2,1,0.00605697417631745
218,3,0,0
224,1,1,0.00610725488513708
230,4,0,0
232,4,0,0
246,4,0,0
